claim_id,employee_id,amount,expense_category,claim_date,submission_date,receipt_attached,policy_id,approval_status,approved_by
EXP-012608,EMP-17133,105.67,Entertainment,2023-05-07,2023-05-16,True,POL-0016,PENDING,
EXP-012609,EMP-38137,734.49,Software,2024-07-25,2024-07-28,True,POL-0018,APPROVED,MGR-3796
EXP-012610,EMP-44526,164.34,Accommodation,2022-07-15,2022-07-15,False,POL-0003,APPROVED,MGR-4711
EXP-012611,EMP-21981,61.86,Meals,2024-08-03,2024-08-09,True,POL-0010,APPROVED,MGR-8247
EXP-012612,EMP-58325,2789.65,Equipment,2024-10-05,2024-10-17,True,POL-0018,APPROVED,MGR-4505
EXP-012613,EMP-RM821,434.91,Marketing,2024-08-20,2024-08-24,True,POL-0018,APPROVED,MGR-3517
EXP-012614,EMP-62613,284.61,Office Supplies,2023-09-25,2023-10-03,True,POL-0007,APPROVED,MGR-3748
EXP-012615,EMP-RM1283,250.62,Office Supplies,2024-08-28,2024-09-07,True,POL-0004,APPROVED,MGR-2668
EXP-012616,EMP-43897,143.5,Entertainment,2024-06-06,2024-06-07,True,POL-0020,APPROVED,MGR-1012
EXP-012617,EMP-23987,723.25,Software,2022-10-03,2022-10-10,True,POL-0004,APPROVED,MGR-3073
EXP-012618,EMP-72491,106.9,Accommodation,2021-02-27,2021-03-04,True,POL-0001,APPROVED,MGR-2668
EXP-012619,EMP-31780,489.9,Software,2023-07-05,2023-07-18,True,POL-0018,PENDING,
EXP-012620,EMP-6970,1750.19,Travel,2024-09-11,2024-09-15,True,POL-0013,APPROVED,EMP-6970
EXP-012621,EMP-54641,179.1,Accommodation,2023-11-08,2023-11-14,True,POL-0016,APPROVED,MGR-4619
EXP-012622,EMP-67003,99.23,Entertainment,2021-08-27,2021-08-28,True,POL-0007,APPROVED,MGR-3835
EXP-012623,EMP-70167,1137.95,Equipment,2023-03-22,2023-03-27,True,POL-0006,APPROVED,MGR-6032
EXP-012624,EMP-12323,3504.19,Training,2023-09-20,2023-09-30,True,POL-0008,APPROVED,MGR-7040
EXP-012625,EMP-64264,6120.94,Marketing,2023-05-04,2023-05-15,True,POL-0007,APPROVED,MGR-3073
EXP-012626,EMP-7143,2319.7,Equipment,2023-12-13,2023-12-13,True,POL-0014,APPROVED,MGR-9261
EXP-012627,EMP-12236,860.0,Software,2023-01-07,2023-01-07,True,POL-0016,APPROVED,MGR-6467
EXP-012628,EMP-30606,2576.05,Equipment,2021-10-22,2021-10-28,False,POL-0006,PENDING,
EXP-012629,EMP-55405,6363.05,Consulting,2024-03-09,2024-03-17,True,POL-0013,APPROVED,MGR-3767
EXP-012630,EMP-RM823,1782.53,Training,2021-05-09,2021-05-14,True,POL-0010,APPROVED,MGR-8115
EXP-012631,EMP-60988,2154.94,Travel,2022-08-10,2022-08-18,True,POL-0017,APPROVED,MGR-1877
EXP-012632,EMP-18058,1025.55,Equipment,2023-06-25,2023-07-01,True,POL-0003,APPROVED,MGR-3024
EXP-012633,EMP-3601,2062.47,Travel,2024-01-01,2024-01-10,True,POL-0020,APPROVED,MGR-8161
EXP-012634,EMP-30065,75.67,Entertainment,2023-03-30,2023-03-31,True,POL-0003,APPROVED,MGR-9261
EXP-012635,EMP-56339,10325.04,Consulting,2024-06-04,2024-06-06,True,POL-0020,APPROVED,MGR-3073
EXP-012636,EMP-53739,245.26,Accommodation,2021-01-11,2021-01-15,True,POL-0002,APPROVED,MGR-5449
EXP-012637,EMP-RM120,127.06,Office Supplies,2022-11-12,2022-11-18,True,POL-0011,APPROVED,MGR-7273
EXP-012638,EMP-18798,3085.52,Training,2021-09-29,2021-09-30,True,POL-0010,APPROVED,MGR-3767
EXP-012639,EMP-1488,671.69,Travel,2021-10-22,2021-10-30,False,POL-0007,REJECTED,
EXP-012640,EMP-44599,20.8,Meals,2022-04-20,2022-04-26,True,POL-0017,APPROVED,MGR-8161
EXP-012641,EMP-34941,588.51,Travel,2021-10-12,2021-10-23,True,POL-0014,APPROVED,MGR-1012
EXP-012642,EMP-56521,249.24,Accommodation,2022-04-17,2022-04-26,True,POL-0013,APPROVED,MGR-1012
EXP-012643,EMP-60673,57.41,Entertainment,2024-01-17,2024-01-19,True,POL-0013,APPROVED,MGR-3910
EXP-012644,EMP-RM1289,2550.77,Marketing,2021-08-16,2021-08-30,True,POL-0017,APPROVED,MGR-4619
EXP-012645,EMP-RM1377,159.76,Entertainment,2024-12-09,2024-12-10,True,POL-0016,APPROVED,MGR-8005
EXP-012646,EMP-38299,45.03,Entertainment,2022-11-03,2022-11-12,True,POL-0019,APPROVED,MGR-8115
EXP-012647,EMP-69998,167.32,Meals,2024-09-10,2024-09-21,True,POL-0001,APPROVED,MGR-2279
EXP-012648,EMP-63597,235.07,Software,2024-07-24,2024-07-31,True,POL-0004,APPROVED,MGR-7209
EXP-012649,EMP-41698,1959.91,Travel,2021-09-14,2021-09-15,True,POL-0016,PENDING,
EXP-012650,EMP-27577,358.49,Travel,2021-12-02,2021-12-16,True,POL-0015,APPROVED,MGR-2496
EXP-012651,EMP-20970,3951.86,Marketing,2024-04-26,2024-05-02,True,POL-0004,APPROVED,MGR-8115
EXP-012652,EMP-64897,1137.59,Consulting,2024-03-01,2024-03-15,True,POL-0013,APPROVED,MGR-8648
EXP-012653,EMP-37357,144.95,Entertainment,2023-09-19,2023-09-29,True,POL-0007,APPROVED,MGR-7110
EXP-012654,EMP-RM145,1904.79,Travel,2024-09-02,2024-09-11,True,POL-0002,APPROVED,MGR-9216
EXP-012655,EMP-46423,13477.87,Consulting,2024-02-27,2024-03-06,True,POL-0002,APPROVED,MGR-2279
EXP-012656,EMP-57408,247.9,Office Supplies,2021-10-05,2021-10-19,True,POL-0017,APPROVED,MGR-7110
EXP-012657,EMP-21277,105.28,Entertainment,2024-10-23,2024-10-29,True,POL-0017,APPROVED,MGR-3073
EXP-012658,EMP-59530,237.35,Software,2022-01-20,2022-01-29,False,POL-0015,REJECTED,
EXP-012659,EMP-18960,3078.99,Marketing,2022-08-21,2022-09-02,True,POL-0004,APPROVED,MGR-7209
EXP-012660,EMP-67529,782.76,Equipment,2022-12-31,2023-01-01,True,POL-0005,APPROVED,MGR-2413
EXP-012661,EMP-35218,212.99,Accommodation,2023-04-12,2023-04-16,True,POL-0018,APPROVED,MGR-5449
EXP-012662,EMP-57529,1051.67,Training,2024-02-14,2024-02-22,True,POL-0019,APPROVED,MGR-1012
EXP-012663,EMP-24590,92.2,Entertainment,2021-09-05,2021-09-11,True,POL-0020,PENDING,
EXP-012664,EMP-RM1057,129.03,Travel,2023-09-19,2023-10-01,True,POL-0014,APPROVED,MGR-4711
EXP-012665,EMP-17984,52.07,Meals,2021-10-23,2021-10-23,True,POL-0005,APPROVED,MGR-6467
EXP-012666,EMP-46548,111.84,Accommodation,2024-09-08,2024-09-14,True,POL-0017,APPROVED,EMP-46548
EXP-012667,EMP-32797,3973.61,Training,2023-02-03,2023-02-15,True,POL-0010,APPROVED,MGR-4806
EXP-012668,EMP-30419,123.5,Accommodation,2022-02-27,2022-03-07,True,POL-0019,PENDING,
EXP-012669,EMP-RM1292,6881.3,Marketing,2021-12-12,2021-12-16,True,POL-0002,APPROVED,MGR-2668
EXP-012670,EMP-1564,1262.88,Travel,2021-01-29,2021-02-07,True,POL-0001,APPROVED,MGR-2279
EXP-012671,EMP-15508,267.41,Office Supplies,2022-08-01,2022-08-15,True,POL-0004,APPROVED,MGR-7110
EXP-012672,EMP-35539,51.36,Meals,2022-04-19,2022-05-02,True,POL-0013,PENDING,
EXP-012673,EMP-1282,125.85,Accommodation,2022-10-24,2022-11-01,True,POL-0009,APPROVED,MGR-3517
EXP-012674,EMP-31642,134.05,Accommodation,2022-05-11,2022-05-15,False,POL-0015,PENDING,
EXP-012675,EMP-23750,320.12,Office Supplies,2024-06-05,2024-06-17,True,POL-0013,APPROVED,MGR-8161
EXP-012676,EMP-RM705,13756.2,Marketing,2024-08-13,2024-08-22,True,POL-0008,APPROVED,MGR-1877
EXP-012677,EMP-74134,168.34,Office Supplies,2021-11-19,2021-11-29,True,POL-0013,APPROVED,MGR-5188
EXP-012678,EMP-53462,346.11,Office Supplies,2021-07-08,2021-07-19,True,POL-0014,APPROVED,MGR-5449
EXP-012679,EMP-1431,791.95,Software,2024-02-06,2024-02-08,True,POL-0007,PENDING,
EXP-012680,EMP-32009,106.76,Office Supplies,2023-06-07,2023-06-11,True,POL-0013,APPROVED,MGR-2413
EXP-012681,EMP-62345,95.49,Accommodation,2023-07-26,2023-08-01,True,POL-0001,APPROVED,MGR-7488
EXP-012682,EMP-73697,750.7,Software,2024-07-22,2024-07-24,True,POL-0015,APPROVED,MGR-8247
EXP-012683,EMP-34358,2367.2,Training,2024-11-28,2024-12-06,True,POL-0009,APPROVED,MGR-7414
EXP-012684,EMP-49084,151.42,Entertainment,2024-05-10,2024-05-20,True,POL-0018,APPROVED,MGR-7209
EXP-012685,EMP-19979,412.64,Office Supplies,2024-01-27,2024-02-08,True,POL-0011,APPROVED,MGR-5683
EXP-012686,EMP-65270,4300.03,Training,2022-07-21,2022-07-25,False,POL-0018,APPROVED,MGR-3748
EXP-012687,EMP-12209,50.53,Meals,2022-12-25,2023-01-05,True,POL-0010,APPROVED,MGR-6032
EXP-012688,EMP-RM373,858.71,Training,2023-06-19,2023-06-24,True,POL-0006,APPROVED,MGR-8648
EXP-012689,EMP-6263,3088.65,Marketing,2022-06-05,2022-06-08,True,POL-0001,APPROVED,MGR-2722
EXP-012690,EMP-30843,752.94,Travel,2021-10-12,2021-10-14,True,POL-0004,APPROVED,MGR-8005
EXP-012691,EMP-20414,224.42,Accommodation,2022-11-27,2022-11-30,True,POL-0005,APPROVED,MGR-3748
EXP-012692,EMP-27011,6119.12,Marketing,2023-08-02,2023-08-05,True,POL-0019,APPROVED,MGR-2722
EXP-012693,EMP-39226,63.76,Meals,2023-04-11,2023-04-11,True,POL-0010,APPROVED,MGR-9921
EXP-012694,EMP-18155,2711.46,Equipment,2021-08-17,2021-08-31,True,POL-0004,APPROVED,MGR-3796
EXP-012695,EMP-64607,3628.59,Training,2024-01-19,2024-01-19,True,POL-0012,APPROVED,MGR-4806
EXP-012696,EMP-22544,1131.7,Consulting,2023-12-20,2023-12-30,True,POL-0020,APPROVED,MGR-7209
EXP-012697,EMP-51733,789.68,Software,2023-05-21,2023-05-26,True,POL-0006,APPROVED,MGR-8925
EXP-012698,EMP-29360,39.28,Entertainment,2021-11-11,2021-11-14,True,POL-0004,APPROVED,MGR-3835
EXP-012699,EMP-32830,1116.14,Training,2023-07-06,2023-07-14,True,POL-0004,APPROVED,MGR-2413
EXP-012700,EMP-14129,185.72,Accommodation,2021-07-01,2021-07-04,True,POL-0015,APPROVED,MGR-9261
EXP-012701,EMP-RM1383,536.34,Training,2023-03-03,2023-03-08,True,POL-0013,APPROVED,MGR-2668
EXP-012702,EMP-51290,32.65,Entertainment,2022-06-04,2022-06-11,True,POL-0007,APPROVED,MGR-6345
EXP-012703,EMP-4017,4709.27,Training,2021-11-22,2021-12-04,True,POL-0010,APPROVED,MGR-9004
EXP-012704,EMP-62803,1233.25,Office Supplies,2023-03-08,2023-03-12,True,POL-0005,APPROVED,MGR-8115
EXP-012705,EMP-25622,1565.84,Training,2023-11-04,2023-11-14,True,POL-0012,APPROVED,MGR-2060
EXP-012706,EMP-61556,708.1,Equipment,2022-10-24,2022-11-07,True,POL-0013,APPROVED,MGR-3767
EXP-012707,EMP-20611,644.76,Equipment,2021-08-21,2021-09-03,True,POL-0016,APPROVED,MGR-6032
EXP-012708,EMP-RM064,430.03,Office Supplies,2021-08-04,2021-08-15,True,POL-0018,APPROVED,MGR-7110
EXP-012709,EMP-42280,824.11,Training,2024-03-10,2024-03-23,True,POL-0005,APPROVED,MGR-3835
EXP-012710,EMP-55004,45.96,Meals,2023-05-13,2023-05-13,False,POL-0001,APPROVED,MGR-7040
EXP-012711,EMP-47029,1057.84,Travel,2023-05-05,2023-05-09,True,POL-0003,APPROVED,MGR-9536
EXP-012712,EMP-52460,1976.52,Travel,2024-09-30,2024-10-11,True,POL-0008,APPROVED,MGR-2279
EXP-012713,EMP-RM564,67.39,Travel,2024-05-03,2024-05-09,True,POL-0009,APPROVED,MGR-7488
EXP-012714,EMP-63270,3150.85,Training,2022-07-20,2022-07-28,True,POL-0013,APPROVED,MGR-3496
EXP-012715,EMP-23190,400.29,Equipment,2023-04-30,2023-05-01,False,POL-0006,APPROVED,MGR-8247
EXP-012716,EMP-68730,725.56,Travel,2023-09-30,2023-10-12,False,POL-0007,PENDING,
EXP-012717,EMP-68364,118.01,Accommodation,2024-11-18,2024-11-18,True,POL-0018,APPROVED,MGR-4730
EXP-012718,EMP-36629,230.78,Training,2023-02-19,2023-03-05,True,POL-0013,APPROVED,MGR-3835
EXP-012719,EMP-1164,2021.05,Travel,2023-09-18,2023-10-02,True,POL-0005,APPROVED,MGR-3835
EXP-012720,EMP-61664,1585.44,Equipment,2023-10-19,2023-10-20,False,POL-0018,REJECTED,
EXP-012721,EMP-53664,56.09,Accommodation,2022-06-02,2022-06-06,True,POL-0003,APPROVED,MGR-6345
EXP-012722,EMP-19246,25.51,Meals,2023-04-20,2023-04-27,True,POL-0013,APPROVED,MGR-5449
EXP-012723,EMP-25377,321.68,Travel,2022-06-03,2022-06-09,True,POL-0014,APPROVED,MGR-9261
EXP-012724,EMP-72017,1024.39,Equipment,2021-06-23,2021-06-25,True,POL-0009,APPROVED,MGR-3073
EXP-012725,EMP-RM259,128.18,Entertainment,2022-12-13,2022-12-21,True,POL-0002,APPROVED,MGR-9536
EXP-012726,EMP-70386,80.1,Entertainment,2024-05-08,2024-05-13,True,POL-0001,APPROVED,MGR-2722
EXP-012727,EMP-9327,1941.83,Travel,2021-09-04,2021-09-06,True,POL-0015,APPROVED,MGR-1899
EXP-012728,EMP-38145,251.43,Accommodation,2024-11-19,2024-12-02,True,POL-0016,APPROVED,MGR-9261
EXP-012729,EMP-33466,65.09,Accommodation,2022-09-27,2022-10-05,True,POL-0012,APPROVED,MGR-2496
EXP-012730,EMP-67447,2333.63,Travel,2022-12-03,2022-12-04,True,POL-0018,PENDING,
EXP-012731,EMP-34430,5352.49,Marketing,2022-01-11,2022-01-17,True,POL-0006,APPROVED,MGR-3073
EXP-012732,EMP-5353,393.17,Software,2022-06-08,2022-06-16,True,POL-0005,APPROVED,MGR-7209
EXP-012733,EMP-11046,6804.6,Consulting,2022-07-21,2022-07-25,True,POL-0004,APPROVED,MGR-8115
EXP-012734,EMP-61953,233.53,Software,2021-05-31,2021-06-08,True,POL-0001,APPROVED,MGR-9261
EXP-012735,EMP-48634,49.04,Meals,2021-09-23,2021-10-01,True,POL-0019,APPROVED,MGR-4711
EXP-012736,EMP-57636,2202.11,Travel,2022-08-27,2022-08-28,True,POL-0007,APPROVED,MGR-2413
EXP-012737,EMP-38660,66.02,Meals,2021-12-21,2021-12-25,True,POL-0020,APPROVED,MGR-3024
EXP-012738,EMP-RM1149,2991.34,Software,2023-08-17,2023-08-21,True,POL-0018,FLAGGED,
EXP-012739,EMP-62,290.97,Software,2022-04-02,2022-04-11,True,POL-0014,APPROVED,MGR-6345
EXP-012740,EMP-68419,806.5,Marketing,2021-07-15,2021-07-26,False,POL-0012,APPROVED,MGR-3024
EXP-012741,EMP-12896,41.23,Meals,2022-04-17,2022-04-29,True,POL-0007,APPROVED,MGR-9921
EXP-012742,EMP-60154,293.4,Training,2023-08-17,2023-08-20,True,POL-0010,APPROVED,MGR-4730
EXP-012743,EMP-34918,4555.17,Marketing,2023-05-28,2023-06-04,True,POL-0002,APPROVED,MGR-6467
EXP-012744,EMP-16598,132.44,Accommodation,2024-01-01,2024-01-01,True,POL-0003,APPROVED,MGR-9536
EXP-012745,EMP-71469,7362.79,Consulting,2022-11-21,2022-11-29,True,POL-0018,PENDING,
EXP-012746,EMP-22113,4932.85,Marketing,2022-03-09,2022-03-20,True,POL-0015,APPROVED,MGR-3796
EXP-012747,EMP-33223,1949.61,Travel,2022-04-15,2022-04-27,True,POL-0014,APPROVED,MGR-5188
EXP-012748,EMP-17587,137.8,Entertainment,2023-03-26,2023-04-09,False,POL-0015,APPROVED,MGR-4911
EXP-012749,EMP-62243,14137.52,Consulting,2024-06-23,2024-06-30,True,POL-0001,APPROVED,MGR-3748
EXP-012750,EMP-61274,690.69,Travel,2022-07-20,2022-07-27,True,POL-0013,APPROVED,MGR-8648
EXP-012751,EMP-72625,85.36,Entertainment,2021-04-12,2021-04-23,True,POL-0003,APPROVED,MGR-9261
EXP-012752,EMP-11861,26.36,Meals,2024-08-16,2024-08-26,True,POL-0001,APPROVED,MGR-8161
EXP-012753,EMP-10272,1686.61,Equipment,2021-12-22,2021-12-22,True,POL-0011,APPROVED,MGR-4711
EXP-012754,EMP-3264,5580.96,Marketing,2023-04-21,2023-04-30,True,POL-0015,APPROVED,MGR-2413
EXP-012755,EMP-19224,7377.92,Marketing,2022-01-17,2022-01-27,False,POL-0017,REJECTED,
EXP-012756,EMP-16368,310.28,Office Supplies,2024-03-16,2024-03-25,False,POL-0017,APPROVED,MGR-1012
EXP-012757,EMP-43041,163.11,Office Supplies,2021-12-03,2021-12-04,True,POL-0001,PENDING,
EXP-012758,EMP-26747,127.81,Entertainment,2021-01-08,2021-01-21,True,POL-0003,APPROVED,MGR-7209
EXP-012759,EMP-30661,265.62,Training,2023-01-23,2023-01-27,True,POL-0020,APPROVED,MGR-6032
EXP-012760,EMP-RM1397,1501.62,Training,2022-07-20,2022-07-29,True,POL-0002,APPROVED,MGR-4711
EXP-012761,EMP-32936,1853.05,Equipment,2023-01-17,2023-01-26,True,POL-0001,APPROVED,MGR-5188
EXP-012762,EMP-1887,2673.22,Training,2021-02-04,2021-02-17,True,POL-0011,APPROVED,MGR-2060
EXP-012763,EMP-18731,318.72,Training,2022-01-17,2022-01-25,True,POL-0002,APPROVED,MGR-7273
EXP-012764,EMP-57713,359.8,Travel,2023-12-02,2023-12-15,True,POL-0005,PENDING,
EXP-012765,EMP-60171,3960.7,Training,2024-07-19,2024-07-23,True,POL-0013,APPROVED,MGR-8925
EXP-012766,EMP-61997,564.87,Software,2023-06-30,2023-07-14,False,POL-0019,APPROVED,MGR-3748
EXP-012767,EMP-RM505,315.13,Office Supplies,2021-05-05,2021-05-19,True,POL-0016,APPROVED,MGR-3910
EXP-012768,EMP-72964,12978.42,Consulting,2023-04-14,2023-04-18,True,POL-0006,APPROVED,MGR-3517
EXP-012769,EMP-5266,121.26,Accommodation,2024-10-16,2024-10-20,True,POL-0019,APPROVED,MGR-4505
EXP-012770,EMP-45395,170.81,Accommodation,2021-12-22,2021-12-31,True,POL-0001,APPROVED,MGR-8161
EXP-012771,EMP-57934,64.12,Meals,2024-07-16,2024-07-17,True,POL-0002,APPROVED,MGR-4505
EXP-012772,EMP-17576,48.59,Entertainment,2021-08-22,2021-09-03,True,POL-0003,APPROVED,MGR-7488
EXP-012773,EMP-53580,890.37,Travel,2023-05-14,2023-05-21,True,POL-0019,APPROVED,MGR-4711
EXP-012774,EMP-69418,269.27,Software,2023-06-22,2023-07-06,True,POL-0014,APPROVED,MGR-3835
EXP-012775,EMP-47295,3528.5,Training,2024-12-17,2024-12-18,True,POL-0001,APPROVED,MGR-7414
EXP-012776,EMP-32413,2730.11,Equipment,2023-12-09,2023-12-11,True,POL-0016,APPROVED,MGR-1877
EXP-012777,EMP-1127,282.55,Accommodation,2023-12-24,2023-12-27,True,POL-0011,APPROVED,MGR-3767
EXP-012778,EMP-5079,144.16,Entertainment,2021-04-03,2021-04-11,True,POL-0013,APPROVED,MGR-1877
EXP-012779,EMP-7773,253.31,Office Supplies,2022-08-10,2022-08-12,True,POL-0009,APPROVED,MGR-9536
EXP-012780,EMP-21419,47.24,Meals,2024-08-02,2024-08-02,True,POL-0020,APPROVED,MGR-3953
EXP-012781,EMP-25377,5558.39,Marketing,2021-01-01,2021-01-14,True,POL-0004,APPROVED,MGR-6467
EXP-012782,EMP-13255,4047.27,Training,2024-01-31,2024-02-14,False,POL-0020,PENDING,
EXP-012783,EMP-16414,2366.96,Marketing,2022-05-08,2022-05-15,True,POL-0010,APPROVED,MGR-1877
EXP-012784,EMP-56372,619.22,Travel,2024-06-21,2024-06-27,True,POL-0004,APPROVED,MGR-4911
EXP-012785,EMP-31096,1748.54,Marketing,2024-12-12,2024-12-18,True,POL-0020,APPROVED,MGR-2060
EXP-012786,EMP-41024,143.02,Entertainment,2022-01-05,2022-01-12,True,POL-0013,APPROVED,MGR-7273
EXP-012787,EMP-4818,1367.18,Training,2022-08-06,2022-08-06,True,POL-0001,APPROVED,MGR-9216
EXP-012788,EMP-41469,76.47,Entertainment,2024-04-16,2024-04-19,True,POL-0016,APPROVED,MGR-3796
EXP-012789,EMP-47773,835.19,Equipment,2024-07-19,2024-07-20,True,POL-0013,APPROVED,MGR-8005
EXP-012790,EMP-8443,55.84,Office Supplies,2021-03-23,2021-03-29,False,POL-0016,PENDING,
EXP-012791,EMP-6944,95.72,Entertainment,2023-10-18,2023-10-31,True,POL-0019,APPROVED,MGR-6345
EXP-012792,EMP-42623,335.39,Equipment,2024-08-26,2024-08-28,True,POL-0007,APPROVED,MGR-3796
EXP-012793,EMP-RM012,13890.13,Consulting,2024-06-08,2024-06-12,True,POL-0004,PENDING,
EXP-012794,EMP-72088,3184.06,Travel,2023-02-14,2023-02-15,True,POL-0006,APPROVED,MGR-8161
EXP-012795,EMP-15539,730.28,Software,2024-05-25,2024-06-02,True,POL-0015,APPROVED,MGR-5683
EXP-012796,EMP-64132,558.54,Marketing,2023-06-17,2023-06-27,True,POL-0015,APPROVED,MGR-8247
EXP-012797,EMP-74126,111.35,Entertainment,2023-06-30,2023-07-10,True,POL-0009,APPROVED,MGR-1877
EXP-012798,EMP-59054,211.3,Accommodation,2023-10-13,2023-10-17,True,POL-0015,APPROVED,MGR-2722
EXP-012799,EMP-RM237,47.01,Meals,2021-08-30,2021-09-04,True,POL-0009,APPROVED,MGR-1899
EXP-012800,EMP-72248,624.85,Accommodation,2023-10-02,2023-10-09,True,POL-0018,FLAGGED,
EXP-012801,EMP-13193,31.79,Meals,2022-01-24,2022-02-06,False,POL-0013,PENDING,
EXP-012802,EMP-64674,3210.43,Software,2021-05-15,2021-05-28,True,POL-0020,FLAGGED,
EXP-012803,EMP-46556,3182.2,Consulting,2024-05-17,2024-05-22,True,POL-0005,PENDING,
EXP-012804,EMP-48325,903.75,Training,2022-04-20,2022-05-03,True,POL-0017,APPROVED,MGR-2279
EXP-012805,EMP-43458,949.22,Training,2023-07-05,2023-07-16,True,POL-0004,APPROVED,MGR-4711
EXP-012806,EMP-62844,7960.39,Marketing,2024-06-02,2024-06-13,True,POL-0017,APPROVED,MGR-4806
EXP-012807,EMP-7359,460.63,Office Supplies,2024-01-07,2024-01-21,True,POL-0005,APPROVED,MGR-5449
EXP-012808,EMP-52938,448.31,Training,2021-04-15,2021-04-25,False,POL-0003,PENDING,
EXP-012809,EMP-73757,453.18,Software,2021-03-20,2021-03-30,False,POL-0006,REJECTED,
EXP-012810,EMP-50404,26.24,Meals,2023-08-04,2023-08-05,True,POL-0005,APPROVED,MGR-8005
EXP-012811,EMP-RM1451,211.09,Accommodation,2022-12-22,2022-12-30,True,POL-0015,APPROVED,MGR-4674
EXP-012812,EMP-61664,413.07,Travel,2023-01-13,2023-01-27,False,POL-0011,REJECTED,
EXP-012813,EMP-11743,5403.07,Equipment,2024-01-18,2024-02-01,True,POL-0015,FLAGGED,
EXP-012814,EMP-57778,39.85,Meals,2024-04-22,2024-05-04,True,POL-0014,APPROVED,MGR-6032
EXP-012815,EMP-13083,1070.46,Marketing,2024-09-05,2024-09-17,True,POL-0018,APPROVED,MGR-5683
EXP-012816,EMP-4465,41.07,Meals,2021-11-14,2021-11-28,True,POL-0007,APPROVED,MGR-7488
EXP-012817,EMP-14065,1263.25,Equipment,2023-02-08,2023-02-15,False,POL-0012,APPROVED,MGR-3496
EXP-012818,EMP-71164,7341.89,Consulting,2023-12-10,2023-12-15,True,POL-0013,APPROVED,MGR-2722
EXP-012819,EMP-40418,9740.03,Consulting,2021-08-07,2021-08-12,False,POL-0012,PENDING,
EXP-012820,EMP-70054,65.82,Meals,2024-03-01,2024-03-09,True,POL-0019,APPROVED,MGR-9536
EXP-012821,EMP-69431,1376.62,Equipment,2022-06-24,2022-07-03,True,POL-0016,APPROVED,MGR-8115
EXP-012822,EMP-38247,215.05,Training,2023-11-25,2023-12-01,True,POL-0018,PENDING,
EXP-012823,EMP-7919,38.7,Entertainment,2021-05-17,2021-05-23,True,POL-0013,APPROVED,MGR-9536
EXP-012824,EMP-RM163,1585.96,Travel,2024-10-28,2024-11-02,False,POL-0018,PENDING,
EXP-012825,EMP-49406,94.17,Accommodation,2021-11-23,2021-12-06,False,POL-0001,PENDING,
EXP-012826,EMP-29066,1602.04,Training,2021-08-23,2021-08-30,True,POL-0020,APPROVED,MGR-8925
EXP-012827,EMP-52120,812.25,Equipment,2021-12-07,2021-12-17,True,POL-0015,APPROVED,MGR-2060
EXP-012828,EMP-64625,164.71,Office Supplies,2021-10-11,2021-10-11,True,POL-0016,APPROVED,MGR-4505
EXP-012829,EMP-10503,323.03,Software,2021-10-05,2021-10-11,True,POL-0008,APPROVED,MGR-8925
EXP-012830,EMP-37695,6846.94,Consulting,2023-10-22,2023-10-23,True,POL-0016,APPROVED,MGR-4730
EXP-012831,EMP-60061,2367.44,Travel,2023-02-28,2023-03-03,True,POL-0004,APPROVED,MGR-7110
EXP-012832,EMP-58787,2374.26,Equipment,2023-09-24,2023-10-03,True,POL-0020,APPROVED,MGR-6032
EXP-012833,EMP-20680,1803.05,Consulting,2021-04-18,2021-04-25,True,POL-0008,APPROVED,MGR-3024
EXP-012834,EMP-RM050,5642.81,Consulting,2021-06-10,2021-06-22,False,POL-0011,PENDING,
EXP-012835,EMP-RM1011,67.24,Meals,2024-04-20,2024-05-04,True,POL-0010,APPROVED,MGR-9004
EXP-012836,EMP-20683,2792.57,Training,2023-01-05,2023-01-16,True,POL-0020,APPROVED,MGR-3073
EXP-012837,EMP-6245,70.17,Entertainment,2022-02-24,2022-03-08,True,POL-0008,APPROVED,MGR-7488
EXP-012838,EMP-16798,888.24,Equipment,2023-12-18,2023-12-19,False,POL-0014,APPROVED,MGR-6032
EXP-012839,EMP-4973,26.0,Meals,2024-10-10,2024-10-18,True,POL-0020,APPROVED,MGR-7488
EXP-012840,EMP-38831,345.15,Software,2024-02-16,2024-02-28,True,POL-0001,APPROVED,MGR-4711
EXP-012841,EMP-16727,202.71,Accommodation,2024-11-27,2024-12-09,True,POL-0015,APPROVED,MGR-9261
EXP-012842,EMP-5041,2038.18,Marketing,2022-02-09,2022-02-20,True,POL-0016,APPROVED,MGR-8115
EXP-012843,EMP-40220,281.01,Accommodation,2024-04-29,2024-05-11,True,POL-0003,APPROVED,MGR-8005
EXP-012844,EMP-RM100,565.28,Travel,2023-10-20,2023-10-21,True,POL-0014,APPROVED,MGR-5449
EXP-012845,EMP-41024,19.33,Accommodation,2024-03-10,2024-03-21,True,POL-0014,APPROVED,MGR-3073
EXP-012846,EMP-RM1460,4026.22,Consulting,2022-10-08,2022-10-21,True,POL-0002,APPROVED,MGR-8005
EXP-012847,EMP-RM1127,2320.42,Travel,2022-03-30,2022-04-04,True,POL-0016,APPROVED,MGR-2722
EXP-012848,EMP-70300,899.58,Training,2024-05-03,2024-05-17,True,POL-0019,APPROVED,MGR-4730
EXP-012849,EMP-56232,44.63,Meals,2022-05-13,2022-05-15,True,POL-0005,APPROVED,MGR-3910
EXP-012850,EMP-29772,79.07,Entertainment,2021-01-04,2021-01-16,True,POL-0015,APPROVED,MGR-9921
