contract_id,vendor_id,contract_value,currency,start_date,end_date,contract_type,status,created_by_employee_id
CON-005468,VND-02380,32957.15,USD,2020-02-01,2022-07-23,FRAMEWORK,EXPIRED,EMP-24322
CON-005469,VND-02798,22471.99,EUR,2022-11-15,2024-03-17,RETAINER,EXPIRED,EMP-45072
CON-005470,VND-01193,5000.0,USD,2019-05-23,2020-05-11,TIME_AND_MATERIAL,EXPIRED,EMP-49916
CON-005471,VND-01826,414959.07,USD,2022-01-11,2023-02-25,FRAMEWORK,EXPIRED,EMP-5695
CON-005472,VND-01134,550597.6,USD,2023-02-02,2024-12-30,FIXED_PRICE,EXPIRED,EMP-70150
CON-005473,VND-01445,139430.99,GBP,2018-07-24,2020-06-18,SLA,EXPIRED,EMP-45613
CON-005474,VND-03278,368517.95,USD,2021-10-16,2024-01-03,FRAMEWORK,ACTIVE,EMP-29412
CON-005475,VND-00425,172775.95,USD,2022-01-07,2023-09-26,FRAMEWORK,EXPIRED,EMP-25296
CON-005476,VND-04784,109245.51,CAD,2023-04-13,2025-11-12,SLA,ACTIVE,EMP-10269
CON-005477,VND-02832,215323.94,SGD,2020-10-25,2023-10-06,MASTER_SERVICE,EXPIRED,EMP-19442
CON-005478,VND-02465,1793784.57,USD,2019-07-28,2022-03-07,SLA,EXPIRED,EMP-6494
CON-005479,VND-02993,1101029.69,GBP,2018-12-22,2019-12-23,FRAMEWORK,EXPIRED,EMP-71479
CON-005480,VND-04673,465595.2,USD,2021-03-12,2024-03-08,SLA,TERMINATED,EMP-60702
CON-005481,VND-04208,5108.29,GBP,2019-07-31,2021-10-27,PURCHASE_ORDER,EXPIRED,EMP-33554
CON-005482,VND-02425,106614.48,USD,2022-12-01,2025-11-26,PURCHASE_ORDER,SUSPENDED,EMP-31522
CON-005483,VND-02280,826428.31,GBP,2021-08-06,2024-05-25,TIME_AND_MATERIAL,EXPIRED,MGR-18.0
CON-005484,VND-04354,168777.91,EUR,2022-04-05,2024-09-28,RETAINER,TERMINATED,EMP-1559
CON-005485,VND-04531,5000.0,AUD,2019-11-22,2021-10-20,SLA,EXPIRED,EMP-47549
CON-005486,VND-04618,170703.85,INR,2019-10-21,2021-04-09,SLA,EXPIRED,EMP-47336
CON-005487,VND-02313,197533.76,GBP,2019-10-15,2020-12-18,FIXED_PRICE,ACTIVE,EMP-36778
CON-005488,VND-03025,1479315.58,USD,2022-02-19,2023-09-21,SLA,EXPIRED,EMP-CORP-00557
CON-005489,VND-00397,3054108.69,EUR,2021-04-24,2024-02-08,RETAINER,EXPIRED,EMP-16477
CON-005490,VND-00333,5000.0,GBP,2021-11-28,2023-07-06,MASTER_SERVICE,EXPIRED,EMP-8901
CON-005491,VND-02700,14931.49,AUD,2022-07-11,2024-08-09,RETAINER,EXPIRED,EMP-69987
CON-005492,VND-03630,41316.8,USD,2021-10-25,2024-01-16,PURCHASE_ORDER,EXPIRED,EMP-4496
CON-005493,VND-03139,103798.93,SGD,2019-09-01,2021-03-11,SLA,TERMINATED,EMP-13552
CON-005494,VND-00832,45740.8,GBP,2022-05-29,2023-03-30,RETAINER,TERMINATED,EMP-22264
CON-005495,VND-03222,9616.5,USD,2021-07-16,2023-05-01,SLA,EXPIRED,EMP-41837
CON-005496,VND-03137,730502.57,USD,2021-10-25,2023-09-25,FRAMEWORK,EXPIRED,EMP-19585
CON-005497,VND-03461,20024.28,USD,2022-08-02,2024-05-13,TIME_AND_MATERIAL,EXPIRED,EMP-9042
CON-005498,VND-02300,327857.07,INR,2022-07-24,2023-06-27,TIME_AND_MATERIAL,EXPIRED,EMP-5036
CON-005499,VND-01411,28825.7,USD,2021-07-16,2022-04-07,TIME_AND_MATERIAL,EXPIRED,EMP-24287
CON-005500,VND-04069,247659.21,AUD,2021-03-11,2022-12-05,TIME_AND_MATERIAL,EXPIRED,EMP-5297
CON-005501,VND-01768,583741.66,EUR,2020-10-09,2022-06-05,PURCHASE_ORDER,EXPIRED,EMP-42292
CON-005502,VND-04406,51567.52,USD,2023-05-12,2024-12-04,FIXED_PRICE,EXPIRED,EMP-28673
CON-005503,VND-02743,540956.19,GBP,2020-04-19,2021-09-17,MASTER_SERVICE,TERMINATED,EMP-7130
CON-005504,VND-02970,740293.27,GBP,2018-08-15,2020-11-14,FRAMEWORK,EXPIRED,EMP-15146
CON-005505,VND-02471,127159.35,GBP,2023-07-17,2025-02-01,TIME_AND_MATERIAL,EXPIRED,EMP-60052
CON-005506,VND-03206,5000.0,USD,2022-10-24,2025-07-18,FRAMEWORK,ACTIVE,MGR-15.0
CON-005507,VND-01385,626814.18,EUR,2019-06-18,2021-06-17,FRAMEWORK,EXPIRED,EMP-24830
CON-005508,VND-00807,20068.78,GBP,2019-08-04,2020-04-29,TIME_AND_MATERIAL,EXPIRED,EMP-48579
CON-005509,VND-03431,5000.0,EUR,2020-08-06,2022-10-16,FIXED_PRICE,TERMINATED,EMP-15519
CON-005510,VND-01301,16044.77,GBP,2023-07-20,2026-03-01,FIXED_PRICE,ACTIVE,EMP-58697
CON-005511,VND-03060,5000.0,GBP,2023-01-02,2024-08-26,RETAINER,EXPIRED,EMP-18362
CON-005512,VND-02889,145418.36,USD,2023-04-08,2025-07-09,RETAINER,ACTIVE,EMP-52204
CON-005513,VND-03236,9648.88,AUD,2019-06-05,2022-03-18,MASTER_SERVICE,TERMINATED,EMP-1498
CON-005514,VND-02091,53214.61,INR,2021-10-21,2024-05-02,SLA,EXPIRED,EMP-60745
CON-005515,VND-00716,1051425.55,USD,2022-10-30,2024-01-30,FIXED_PRICE,TERMINATED,EMP-41743
CON-005516,VND-02468,260363.12,INR,2023-11-22,2026-03-02,SLA,ACTIVE,EMP-40727
CON-005517,VND-03919,25014.15,EUR,2018-10-18,2020-11-11,TIME_AND_MATERIAL,EXPIRED,EMP-49300
CON-005518,VND-00103,5000.0,EUR,2020-09-05,2023-04-09,PURCHASE_ORDER,EXPIRED,EMP-2535
CON-005519,VND-00078,206329.43,EUR,2020-03-02,2022-12-21,FRAMEWORK,ACTIVE,EMP-14107
CON-005520,VND-02689,934017.55,GBP,2020-03-27,2022-04-02,MASTER_SERVICE,EXPIRED,EMP-56022
CON-005521,VND-01498,4266383.84,USD,2022-01-31,2023-09-29,FRAMEWORK,EXPIRED,EMP-71592
CON-005522,VND-00111,5000.0,SGD,2022-12-11,2025-11-20,TIME_AND_MATERIAL,ACTIVE,EMP-2712
CON-005523,VND-00232,7607.04,USD,2018-08-14,2021-05-16,FRAMEWORK,EXPIRED,EMP-48206
CON-005524,VND-03245,1327488.13,USD,2019-02-05,2020-02-26,FIXED_PRICE,EXPIRED,EMP-6509
CON-005525,VND-04311,315180.32,USD,2020-03-04,2022-04-10,FRAMEWORK,EXPIRED,EMP-41115
CON-005526,VND-04219,27539.76,USD,2018-03-23,2020-02-28,SLA,EXPIRED,EMP-45127
CON-005527,VND-04774,15909.05,USD,2023-06-09,2024-12-08,TIME_AND_MATERIAL,ACTIVE,EMP-70628
CON-005528,VND-02459,144613.65,INR,2020-09-25,2022-08-19,SLA,TERMINATED,EMP-71316
CON-005529,VND-04902,16719.6,CAD,2019-08-06,2021-05-16,SLA,EXPIRED,EMP-67479
CON-005530,VND-02156,881281.45,USD,2021-01-05,2022-06-13,RETAINER,EXPIRED,EMP-1649
CON-005531,VND-02802,97382.03,INR,2022-11-28,2025-09-04,SLA,ACTIVE,EMP-RM409
CON-005532,VND-04919,5000.0,SGD,2019-06-26,2021-01-31,FRAMEWORK,EXPIRED,EMP-3491
CON-005533,VND-03648,1249661.04,GBP,2023-10-22,2024-10-10,RETAINER,EXPIRED,EMP-41393
CON-005534,VND-03479,260468.62,USD,2022-11-15,2023-12-19,PURCHASE_ORDER,EXPIRED,EMP-37959
CON-005535,VND-03369,31999.73,GBP,2022-11-29,2025-02-18,PURCHASE_ORDER,EXPIRED,EMP-32996
CON-005536,VND-01986,30730.69,INR,2020-03-24,2023-03-02,PURCHASE_ORDER,EXPIRED,EMP-RM838
CON-005537,VND-02048,6991.76,USD,2021-09-27,2023-06-27,FIXED_PRICE,EXPIRED,EMP-14808
CON-005538,VND-02698,7919.73,GBP,2018-05-19,2021-03-25,RETAINER,EXPIRED,EMP-33088
CON-005539,VND-01258,335547.26,USD,2019-12-27,2021-01-15,TIME_AND_MATERIAL,EXPIRED,EMP-3906
CON-005540,VND-02146,256352.01,USD,2020-03-07,2021-05-06,SLA,EXPIRED,EMP-40748
CON-005541,VND-02644,54150.01,EUR,2021-06-24,2023-09-13,FIXED_PRICE,EXPIRED,EMP-7929
CON-005542,VND-03481,578348.2,SGD,2022-04-06,2024-03-02,MASTER_SERVICE,EXPIRED,EMP-57124
CON-005543,VND-04188,6928.15,SGD,2018-05-17,2019-04-07,FIXED_PRICE,EXPIRED,EMP-51993
CON-005544,VND-02682,130426.0,GBP,2020-08-13,2023-08-10,SLA,TERMINATED,EMP-RM412
CON-005545,VND-04789,5000.0,GBP,2018-08-16,2020-06-15,RETAINER,EXPIRED,EMP-17164
CON-005546,VND-00334,320463.49,INR,2022-11-22,2024-09-08,TIME_AND_MATERIAL,EXPIRED,EMP-29229
CON-005547,VND-01851,29273.23,SGD,2022-01-30,2024-05-29,FRAMEWORK,TERMINATED,EMP-60074
CON-005548,VND-00926,1670734.69,USD,2022-01-25,2025-01-08,SLA,TERMINATED,EMP-39423
CON-005549,VND-03190,35689.95,USD,2022-07-29,2024-12-20,MASTER_SERVICE,EXPIRED,EMP-39200
CON-005550,VND-01341,6899.16,EUR,2018-10-12,2019-10-11,PURCHASE_ORDER,EXPIRED,EMP-39025
CON-005551,VND-01307,28204.76,EUR,2023-08-26,2024-12-07,FIXED_PRICE,ACTIVE,EMP-1321
CON-005552,VND-00708,253764.73,USD,2018-06-23,2019-07-10,FIXED_PRICE,EXPIRED,EMP-18831
CON-005553,VND-00360,39192.98,CAD,2019-08-21,2021-07-20,FIXED_PRICE,EXPIRED,EMP-55712
CON-005554,VND-00073,24589.05,INR,2019-07-14,2020-11-03,FRAMEWORK,EXPIRED,EMP-353
CON-005555,VND-00629,25214.57,USD,2022-10-31,2024-10-18,RETAINER,EXPIRED,EMP-65673
CON-005556,VND-00598,5000.0,EUR,2018-09-25,2021-09-07,SLA,EXPIRED,EMP-62517
CON-005557,VND-04509,6186.8,GBP,2023-12-04,2025-09-06,FRAMEWORK,DRAFT,EMP-32717
CON-005558,VND-03101,9655.58,USD,2022-10-22,2025-05-12,FIXED_PRICE,EXPIRED,EMP-6515
CON-005559,VND-00216,303780.3,GBP,2023-06-23,2024-07-20,RETAINER,EXPIRED,EMP-35172
CON-005560,VND-04048,31807.79,USD,2022-11-07,2025-09-21,FRAMEWORK,ACTIVE,EMP-37800
CON-005561,VND-04300,19239.74,AUD,2019-11-16,2021-05-29,TIME_AND_MATERIAL,EXPIRED,EMP-21554
CON-005562,VND-02762,403923.88,EUR,2021-11-27,2023-02-09,SLA,EXPIRED,EMP-36702
CON-005563,VND-04419,5000.0,EUR,2020-11-06,2021-10-28,FIXED_PRICE,EXPIRED,EMP-32168
CON-005564,VND-00367,473547.04,INR,2021-02-27,2023-07-29,FRAMEWORK,TERMINATED,EMP-51406
CON-005565,VND-02163,150356.26,EUR,2023-09-24,2025-11-16,RETAINER,ACTIVE,EMP-CORP-00267
CON-005566,VND-03487,9188.52,AUD,2018-07-22,2020-07-19,SLA,EXPIRED,EMP-44732
CON-005567,VND-01804,138018.46,CAD,2020-07-28,2022-11-30,TIME_AND_MATERIAL,EXPIRED,EMP-49241
CON-005568,VND-03079,10049.66,USD,2022-10-02,2025-06-10,FIXED_PRICE,ACTIVE,EMP-64399
CON-005569,VND-03925,34581.39,USD,2023-10-10,2024-12-08,MASTER_SERVICE,EXPIRED,EMP-44302
CON-005570,VND-04306,17284.02,INR,2021-05-13,2023-08-18,RETAINER,EXPIRED,EMP-41994
CON-005571,VND-00068,768109.72,GBP,2022-02-12,2023-03-21,RETAINER,EXPIRED,EMP-10621
CON-005572,VND-00652,265704.78,INR,2022-05-06,2024-03-23,RETAINER,EXPIRED,EMP-63978
CON-005573,VND-04540,5000.0,USD,2021-11-12,2024-02-15,MASTER_SERVICE,EXPIRED,EMP-12022
CON-005574,VND-01075,449349.08,USD,2019-12-04,2021-06-15,TIME_AND_MATERIAL,TERMINATED,EMP-65471
CON-005575,VND-02352,658191.32,USD,2018-01-28,2020-02-18,TIME_AND_MATERIAL,EXPIRED,EMP-57494
CON-005576,VND-04151,28852.29,EUR,2020-04-09,2021-01-14,TIME_AND_MATERIAL,EXPIRED,EMP-59623
CON-005577,VND-03186,24276.33,USD,2023-11-03,2025-06-14,SLA,ACTIVE,EMP-54018
CON-005578,VND-04504,17594.36,USD,2018-12-06,2020-07-01,FRAMEWORK,EXPIRED,EMP-63090
CON-005579,VND-04088,788379.71,USD,2023-01-28,2025-09-15,TIME_AND_MATERIAL,SUSPENDED,EMP-54330
CON-005580,VND-02678,50684.12,USD,2022-08-12,2023-08-25,FIXED_PRICE,EXPIRED,EMP-4099
CON-005581,VND-03465,23841.4,EUR,2018-05-11,2019-05-10,PURCHASE_ORDER,EXPIRED,EMP-52535
CON-005582,VND-04447,205734.45,GBP,2022-08-25,2024-02-01,RETAINER,EXPIRED,EMP-69134
CON-005583,VND-03434,935521.73,USD,2023-03-01,2024-04-02,FIXED_PRICE,EXPIRED,EMP-64251
CON-005584,VND-00791,3460127.53,USD,2019-11-13,2021-02-18,MASTER_SERVICE,EXPIRED,EMP-37387
CON-005585,VND-03953,89338.02,EUR,2023-09-09,2026-08-02,TIME_AND_MATERIAL,ACTIVE,EMP-71630
CON-005586,VND-02852,18255.42,USD,2022-08-11,2024-07-16,MASTER_SERVICE,EXPIRED,EMP-11137
CON-005587,VND-04368,165120.87,USD,2018-08-27,2020-07-30,TIME_AND_MATERIAL,EXPIRED,EMP-62589
CON-005588,VND-03062,5000.0,EUR,2022-09-12,2023-03-22,TIME_AND_MATERIAL,EXPIRED,EMP-49098
CON-005589,VND-00167,164808.93,USD,2022-12-31,2025-06-23,FRAMEWORK,ACTIVE,EMP-RM228
CON-005590,VND-01056,42835.3,EUR,2020-02-18,2022-08-01,FRAMEWORK,EXPIRED,EMP-61244
CON-005591,VND-00802,101014.42,CAD,2022-10-11,2023-08-24,MASTER_SERVICE,EXPIRED,EMP-33176
CON-005592,VND-03656,426299.6,GBP,2023-08-25,2025-03-04,MASTER_SERVICE,EXPIRED,EMP-41969
CON-005593,VND-03816,1353675.02,USD,2019-05-04,2020-11-27,SLA,EXPIRED,EMP-27634
CON-005594,VND-04290,326449.13,CAD,2022-07-03,2023-05-24,MASTER_SERVICE,TERMINATED,EMP-24475
CON-005595,VND-03232,46611.43,USD,2019-04-01,2020-01-01,SLA,EXPIRED,EMP-72422
CON-005596,VND-04576,114895.54,USD,2021-02-22,2023-10-21,PURCHASE_ORDER,EXPIRED,EMP-40598
CON-005597,VND-01070,333036.69,INR,2018-07-06,2020-11-16,FIXED_PRICE,TERMINATED,EMP-72228
CON-005598,VND-04549,625415.64,USD,2023-03-18,2024-06-28,RETAINER,EXPIRED,EMP-15158
CON-005599,VND-00498,326977.13,USD,2023-09-17,2026-06-06,SLA,SUSPENDED,EMP-3039
CON-005600,VND-00012,291299.85,EUR,2022-01-24,2024-04-26,FRAMEWORK,EXPIRED,EMP-4766
CON-005601,VND-03184,61353.89,GBP,2021-10-20,2023-07-05,FIXED_PRICE,EXPIRED,EMP-61131
CON-005602,VND-03351,346650.08,USD,2023-10-19,2024-07-03,TIME_AND_MATERIAL,EXPIRED,EMP-37325
CON-005603,VND-04848,360726.18,CAD,2019-06-17,2021-11-01,SLA,EXPIRED,EMP-25264
CON-005604,VND-01662,55740.08,USD,2020-04-14,2021-04-21,FIXED_PRICE,ACTIVE,EMP-34932
CON-005605,VND-04264,8107.25,CAD,2021-05-10,2022-09-19,MASTER_SERVICE,EXPIRED,EMP-9444
CON-005606,VND-01195,92669.39,INR,2023-11-04,2025-03-01,MASTER_SERVICE,EXPIRED,EMP-16777
CON-005607,VND-04765,448420.01,GBP,2019-06-08,2020-03-09,MASTER_SERVICE,ACTIVE,EMP-16521
CON-005608,VND-02107,343018.45,GBP,2021-02-04,2023-08-01,RETAINER,EXPIRED,EMP-60410
CON-005609,VND-00650,37614.48,GBP,2019-11-19,2020-05-29,SLA,EXPIRED,EMP-74186
CON-005610,VND-00225,181029.58,GBP,2019-05-08,2021-06-14,MASTER_SERVICE,EXPIRED,EMP-21553
CON-005611,VND-03053,15248.84,GBP,2018-09-27,2020-12-28,PURCHASE_ORDER,EXPIRED,EMP-16021
CON-005612,VND-03322,197239.55,INR,2020-10-30,2022-02-19,PURCHASE_ORDER,EXPIRED,EMP-26636
CON-005613,VND-01280,272686.93,GBP,2018-06-05,2020-02-09,RETAINER,EXPIRED,EMP-54515
CON-005614,VND-03446,131164.41,GBP,2023-07-23,2024-03-14,SLA,EXPIRED,EMP-69771
CON-005615,VND-00386,1397919.0,AUD,2018-07-29,2020-08-26,MASTER_SERVICE,ACTIVE,EMP-49684
CON-005616,VND-02991,74127.68,USD,2021-12-18,2023-02-10,FIXED_PRICE,TERMINATED,EMP-57557
CON-005617,VND-03712,15022.57,EUR,2020-11-10,2023-04-13,TIME_AND_MATERIAL,EXPIRED,EMP-25593
CON-005618,VND-00588,134152.9,USD,2021-12-06,2024-10-25,SLA,EXPIRED,EMP-48319
CON-005619,VND-00513,70841.75,EUR,2023-04-20,2026-02-25,RETAINER,ACTIVE,EMP-72945
CON-005620,VND-02696,198226.97,EUR,2023-08-31,2026-04-16,SLA,ACTIVE,EMP-33506
CON-005621,VND-03518,219581.89,EUR,2020-08-24,2022-10-29,PURCHASE_ORDER,EXPIRED,EMP-20537
CON-005622,VND-03793,163960.08,CAD,2022-01-31,2023-11-30,MASTER_SERVICE,TERMINATED,EMP-7606
CON-005623,VND-00870,95707.22,EUR,2018-07-20,2021-05-13,MASTER_SERVICE,TERMINATED,EMP-36515
CON-005624,VND-02388,15303.93,INR,2022-11-14,2025-03-14,MASTER_SERVICE,EXPIRED,EMP-42021
CON-005625,VND-00315,6322.71,GBP,2018-08-14,2019-08-27,SLA,TERMINATED,EMP-25047
CON-005626,VND-00519,5000.0,GBP,2022-09-29,2025-08-11,FRAMEWORK,ACTIVE,EMP-39477
CON-005627,VND-02404,18679.77,INR,2020-06-08,2022-04-01,PURCHASE_ORDER,EXPIRED,EMP-25047
CON-005628,VND-03470,244130.07,USD,2020-08-28,2021-06-17,PURCHASE_ORDER,TERMINATED,EMP-52399
CON-005629,VND-00761,8901.11,AUD,2022-06-01,2024-10-29,PURCHASE_ORDER,EXPIRED,EMP-71183
CON-005630,VND-01286,5000.0,GBP,2019-06-12,2021-01-24,TIME_AND_MATERIAL,EXPIRED,EMP-30255
CON-005631,VND-01098,163765.08,AUD,2019-01-20,2020-03-12,MASTER_SERVICE,TERMINATED,EMP-663
CON-005632,VND-04174,38575.73,EUR,2023-08-08,2025-04-26,SLA,EXPIRED,EMP-12508
CON-005633,VND-03228,107057.36,INR,2023-08-20,2024-06-07,PURCHASE_ORDER,EXPIRED,EMP-36716
CON-005634,VND-03201,4195910.62,USD,2023-11-03,2025-11-08,RETAINER,ACTIVE,EMP-70996
CON-005635,VND-02861,452711.57,GBP,2020-02-04,2022-06-22,TIME_AND_MATERIAL,EXPIRED,EMP-36882
CON-005636,VND-04301,169913.7,INR,2023-12-09,2024-10-28,TIME_AND_MATERIAL,EXPIRED,EMP-5537
CON-005637,VND-04266,6662.24,EUR,2023-12-27,2024-10-17,FIXED_PRICE,EXPIRED,EMP-59199
CON-005638,VND-01218,15863.98,INR,2019-06-17,2021-07-02,PURCHASE_ORDER,EXPIRED,EMP-56229
CON-005639,VND-01500,251037.6,EUR,2023-02-17,2024-07-08,RETAINER,EXPIRED,EMP-57493
CON-005640,VND-00406,1890332.59,SGD,2021-07-30,2022-11-14,FRAMEWORK,EXPIRED,EMP-5303
CON-005641,VND-02436,395938.72,USD,2021-08-15,2023-02-06,FIXED_PRICE,EXPIRED,EMP-12684
CON-005642,VND-03449,647291.65,AUD,2018-06-16,2021-03-23,SLA,EXPIRED,EMP-51673
CON-005643,VND-02453,1352000.37,USD,2019-04-26,2020-08-02,TIME_AND_MATERIAL,EXPIRED,EMP-70764
CON-005644,VND-03867,1200319.63,AUD,2023-02-24,2025-01-30,SLA,EXPIRED,EMP-59921
CON-005645,VND-01669,749908.72,CAD,2022-04-17,2022-10-24,RETAINER,TERMINATED,EMP-34617
CON-005646,VND-02489,324615.71,USD,2023-08-03,2025-10-12,FRAMEWORK,ACTIVE,EMP-38204
CON-005647,VND-03818,423860.98,USD,2023-02-06,2024-03-04,PURCHASE_ORDER,EXPIRED,EMP-66669
CON-005648,VND-01648,105000.97,AUD,2019-08-27,2020-11-10,FIXED_PRICE,EXPIRED,EMP-15343
CON-005649,VND-00987,12501.44,USD,2019-10-14,2021-05-02,PURCHASE_ORDER,EXPIRED,EMP-CORP-00288
CON-005650,VND-01984,27703.84,USD,2019-10-27,2022-10-07,FIXED_PRICE,EXPIRED,EMP-53321
CON-005651,VND-04186,558299.31,INR,2020-08-23,2023-07-23,FRAMEWORK,TERMINATED,EMP-43453
CON-005652,VND-03969,564000.92,EUR,2023-09-12,2025-10-20,MASTER_SERVICE,ACTIVE,EMP-35750
CON-005653,VND-00181,197471.6,USD,2020-11-30,2021-07-03,FIXED_PRICE,ACTIVE,EMP-54604
CON-005654,VND-04542,5166712.66,USD,2022-05-25,2025-03-23,TIME_AND_MATERIAL,TERMINATED,EMP-8448
CON-005655,VND-04017,24128.12,INR,2019-06-02,2020-08-24,FIXED_PRICE,EXPIRED,EMP-69394
CON-005656,VND-04914,3148442.57,CAD,2020-09-25,2021-07-16,RETAINER,EXPIRED,EMP-39901
CON-005657,VND-03969,5000.0,USD,2021-03-13,2021-10-05,TIME_AND_MATERIAL,EXPIRED,EMP-49652
CON-005658,VND-02732,82347.05,USD,2021-01-24,2023-04-03,TIME_AND_MATERIAL,EXPIRED,EMP-11113
CON-005659,VND-03440,66044.32,USD,2019-10-23,2021-08-05,RETAINER,TERMINATED,EMP-52608
CON-005660,VND-02966,113181.84,INR,2018-08-27,2021-04-22,MASTER_SERVICE,EXPIRED,EMP-RM1008
CON-005661,VND-02977,5000.0,CAD,2022-12-11,2023-11-08,PURCHASE_ORDER,EXPIRED,EMP-21279
CON-005662,VND-02148,988898.41,USD,2023-11-19,2025-03-31,MASTER_SERVICE,EXPIRED,EMP-41615
CON-005663,VND-00963,40771.5,USD,2021-04-04,2022-08-27,FRAMEWORK,EXPIRED,EMP-57544
CON-005664,VND-01758,285802.51,EUR,2020-09-26,2023-03-01,RETAINER,EXPIRED,EMP-23344
CON-005665,VND-01925,5077.98,EUR,2023-03-07,2023-09-04,FIXED_PRICE,EXPIRED,EMP-56322
CON-005666,VND-04491,5000.0,AUD,2019-07-17,2022-03-10,FIXED_PRICE,TERMINATED,EMP-55316
CON-005667,VND-02889,1256312.9,USD,2019-01-29,2021-03-20,FIXED_PRICE,EXPIRED,EMP-52438
CON-005668,VND-01585,20141.42,EUR,2022-12-04,2024-05-16,MASTER_SERVICE,EXPIRED,EMP-40744
CON-005669,VND-03333,13626.8,CAD,2019-01-21,2020-08-11,SLA,EXPIRED,EMP-45351
CON-005670,VND-01611,298213.95,USD,2018-01-27,2018-09-01,SLA,EXPIRED,EMP-73830
CON-005671,VND-00179,6564.07,EUR,2021-04-12,2022-11-24,FIXED_PRICE,EXPIRED,EMP-10624
CON-005672,VND-01409,1181775.98,USD,2023-08-16,2024-10-15,TIME_AND_MATERIAL,EXPIRED,EMP-33046
CON-005673,VND-00675,22222.69,INR,2018-04-29,2019-04-29,RETAINER,EXPIRED,EMP-42900
CON-005674,VND-03304,233428.9,INR,2023-09-24,2026-02-23,PURCHASE_ORDER,ACTIVE,EMP-26200
CON-005675,VND-01259,5000.0,USD,2018-08-12,2019-10-02,SLA,EXPIRED,EMP-61276
CON-005676,VND-03530,23798.74,EUR,2023-11-26,2024-08-19,FRAMEWORK,EXPIRED,EMP-13931
CON-005677,VND-01512,116436.37,EUR,2023-04-02,2025-03-25,FRAMEWORK,EXPIRED,EMP-RM589
CON-005678,VND-00878,13111.98,USD,2020-06-30,2021-01-13,PURCHASE_ORDER,EXPIRED,EMP-24652
CON-005679,VND-03487,27093.52,USD,2018-06-16,2019-02-21,MASTER_SERVICE,EXPIRED,EMP-50710
CON-005680,VND-02003,691867.89,INR,2023-05-21,2024-06-21,MASTER_SERVICE,TERMINATED,EMP-43716
CON-005681,VND-00502,147799.81,INR,2018-11-10,2021-02-11,SLA,EXPIRED,EMP-58755
CON-005682,VND-01629,712841.57,USD,2022-08-29,2024-02-18,RETAINER,TERMINATED,EMP-51234
CON-005683,VND-00635,15678.87,AUD,2022-12-20,2025-09-16,MASTER_SERVICE,ACTIVE,EMP-29402
CON-005684,VND-02851,18780.6,INR,2018-07-29,2019-03-01,RETAINER,EXPIRED,EMP-10989
CON-005685,VND-03781,13101.8,USD,2021-08-10,2023-07-07,MASTER_SERVICE,TERMINATED,EMP-56747
CON-005686,VND-00683,900171.81,USD,2018-09-16,2021-07-19,RETAINER,TERMINATED,EMP-72239
CON-005687,VND-02481,25849.31,USD,2019-11-10,2022-09-01,MASTER_SERVICE,TERMINATED,EMP-62973
CON-005688,VND-00931,71042.77,EUR,2023-08-26,2025-06-02,PURCHASE_ORDER,SUSPENDED,EMP-29595
CON-005689,VND-01489,7799.84,EUR,2023-03-30,2025-12-25,FIXED_PRICE,ACTIVE,EMP-66172
CON-005690,VND-02018,5000.0,USD,2018-02-03,2019-10-25,TIME_AND_MATERIAL,EXPIRED,EMP-5493
CON-005691,VND-04038,587039.14,USD,2019-01-17,2019-08-17,MASTER_SERVICE,EXPIRED,EMP-73465
CON-005692,VND-03125,125876.32,CAD,2023-08-17,2026-05-05,RETAINER,ACTIVE,EMP-29595
CON-005693,VND-03355,34383.0,EUR,2018-06-22,2020-07-20,MASTER_SERVICE,EXPIRED,EMP-7157
CON-005694,VND-01962,466764.74,GBP,2018-09-25,2021-07-07,FRAMEWORK,EXPIRED,EMP-24076
CON-005695,VND-01515,1263369.29,USD,2023-04-22,2025-07-08,FRAMEWORK,ACTIVE,EMP-72422
CON-005696,VND-01881,413292.01,USD,2020-03-01,2022-09-16,RETAINER,EXPIRED,EMP-7667
CON-005697,VND-04729,20677.09,USD,2018-10-14,2021-10-13,SLA,EXPIRED,EMP-66910
CON-005698,VND-03090,14959.19,SGD,2021-01-11,2023-11-20,SLA,EXPIRED,EMP-42204
CON-005699,VND-03024,5000.0,USD,2021-09-16,2023-08-15,TIME_AND_MATERIAL,EXPIRED,EMP-65289
CON-005700,VND-03689,13690.47,GBP,2018-12-14,2020-10-06,FIXED_PRICE,EXPIRED,EMP-50803
CON-005701,VND-03870,7670.72,AUD,2022-11-11,2023-09-21,FIXED_PRICE,EXPIRED,EMP-73399
CON-005702,VND-03195,158939.01,USD,2018-05-19,2019-09-02,MASTER_SERVICE,EXPIRED,EMP-23886
CON-005703,VND-03873,522365.51,USD,2021-11-30,2023-01-23,PURCHASE_ORDER,EXPIRED,EMP-52343
CON-005704,VND-02637,5000.0,GBP,2023-03-28,2025-03-26,TIME_AND_MATERIAL,EXPIRED,EMP-52087
CON-005705,VND-00954,164068.11,AUD,2018-01-03,2018-09-03,FIXED_PRICE,EXPIRED,EMP-18756
CON-005706,VND-03821,122137.05,USD,2021-07-12,2022-03-11,FRAMEWORK,EXPIRED,EMP-RM402
CON-005707,VND-02118,532219.47,CAD,2021-06-06,2022-08-02,FRAMEWORK,EXPIRED,EMP-14720
