transaction_id,transaction_date,vendor_id,amount,currency,transaction_type,risk_score,status
TXN-C1618984457,2023-08-25,VND-00417,26839.53,USD,TRANSFER,0.841,COMPLETED
TXN-C687047004,2023-10-14,VND-03604,99596.85,EUR,PURCHASE,0.458,COMPLETED
TXN-C1422106392,2022-11-11,VND-02992,5016.46,USD,ADVANCE,0.616,FLAGGED
TXN-956993,2024-02-03,VND-03955,28382.6,GBP,REFUND,0.067,COMPLETED
TXN-C1107717901,2024-01-16,VND-00901,17266.92,GBP,REIMBURSEMENT,0.824,COMPLETED
TXN-C310426339,2023-12-02,VND-02810,21151.04,EUR,SETTLEMENT,0.114,COMPLETED
TXN-C1910968205,2023-05-28,VND-03995,126025.66,USD,REFUND,0.442,COMPLETED
TXN-223206,2020-06-15,VND-01658,48337.88,USD,SETTLEMENT,0.089,COMPLETED
TXN-C1699627226,2023-03-04,VND-00471,186534.01,USD,PURCHASE,0.243,COMPLETED
TXN-608926,2024-10-08,VND-03225,10492.9,GBP,PURCHASE,0.39,COMPLETED
TXN-C1589146424,2023-06-22,VND-01289,307993.69,GBP,SETTLEMENT,0.366,PENDING
TXN-666836,2020-08-12,VND-03992,1784.87,USD,SETTLEMENT,0.493,COMPLETED
TXN-C1770933868,2020-04-24,VND-01943,299997.55,INR,PAYMENT,0.415,COMPLETED
TXN-C1311353952,2024-08-07,VND-04163,122400.28,EUR,PURCHASE,0.221,REVERSED
TXN-C664439688,2024-05-02,VND-00423,455615.53,GBP,TRANSFER,0.529,COMPLETED
TXN-780850,2022-05-10,VND-02962,6292.23,INR,ADVANCE,0.078,COMPLETED
TXN-C440508819,2023-03-27,VND-04588,1957.67,USD,PAYMENT,0.761,COMPLETED
TXN-343603,2020-12-10,VND-03042,3947.84,GBP,REIMBURSEMENT,0.158,COMPLETED
TXN-C1813976543,2020-05-21,VND-01208,145762.68,INR,REFUND,0.97,COMPLETED
TXN-C285805650,2021-04-25,VND-04972,89179.27,GBP,SETTLEMENT,0.245,COMPLETED
TXN-C1295225869,2023-07-08,VND-01048,6135.44,INR,ADVANCE,0.001,REVERSED
TXN-C1408501022,2024-01-25,VND-02730,90183.73,INR,ADVANCE,0.657,COMPLETED
TXN-C1233686868,2022-02-08,VND-04714,117767.99,USD,ADVANCE,0.898,COMPLETED
TXN-C2032607391,2022-08-02,VND-04126,17673.04,GBP,ADVANCE,0.46,COMPLETED
TXN-C282529913,2021-10-29,VND-01483,577006.31,USD,SETTLEMENT,0.964,COMPLETED
TXN-C2015852902,2022-12-15,VND-00228,136683.7,USD,TRANSFER,0.49,REVERSED
TXN-C2005055216,2023-12-16,VND-00550,2328.87,INR,ADVANCE,0.52,COMPLETED
TXN-C1750590156,2022-06-04,VND-04177,66135.87,AUD,TRANSFER,0.774,COMPLETED
TXN-C341893682,2020-10-14,VND-04433,1507275.0,INR,TRANSFER,0.897,COMPLETED
TXN-C1795254734,2024-02-06,VND-02814,66026.3,USD,SETTLEMENT,0.392,COMPLETED
TXN-C1374573699,2024-03-05,VND-04820,91624.56,USD,SETTLEMENT,0.241,COMPLETED
TXN-315898,2020-10-29,VND-03326,20224.31,INR,TRANSFER,0.423,COMPLETED
TXN-424582,2022-06-08,VND-02615,107028.04,USD,REIMBURSEMENT,0.899,COMPLETED
TXN-C404458571,2021-11-12,VND-00599,17968.49,USD,SETTLEMENT,0.243,COMPLETED
TXN-C261950179,2021-07-29,VND-03824,562115.52,GBP,SETTLEMENT,0.962,COMPLETED
TXN-C1794507744,2023-03-12,VND-01553,40013.89,USD,INVOICE,0.916,COMPLETED
TXN-C592075371,2022-11-20,VND-04590,3258.8,USD,REFUND,0.291,COMPLETED
TXN-C575979159,2022-09-16,VND-04901,8776.53,USD,TRANSFER,0.988,COMPLETED
TXN-C2000344873,2022-02-09,VND-02097,2165308.31,AUD,INVOICE,0.931,COMPLETED
TXN-C1968852725,2024-05-07,VND-04525,128362.76,USD,REFUND,0.099,COMPLETED
TXN-519933,2023-10-03,VND-01500,349311.69,USD,INVOICE,0.703,COMPLETED
TXN-C731032740,2020-02-05,VND-03088,904.74,USD,PURCHASE,0.204,COMPLETED
TXN-C707492405,2021-11-04,VND-03497,192718.19,USD,PURCHASE,0.506,COMPLETED
TXN-735640,2021-04-12,VND-03826,23131.47,INR,SETTLEMENT,0.76,COMPLETED
TXN-C1493104631,2020-07-19,VND-01837,363482.17,CAD,PAYMENT,0.034,COMPLETED
TXN-306562,2022-03-16,VND-03726,3683.49,CAD,PAYMENT,0.708,COMPLETED
TXN-763899,2024-05-16,VND-00796,7874.0,USD,PURCHASE,0.583,COMPLETED
TXN-C1746117425,2024-12-26,VND-02554,176628.16,GBP,SETTLEMENT,0.354,COMPLETED
TXN-542573,2024-11-30,VND-02579,10241.08,INR,INVOICE,0.584,COMPLETED
TXN-C790333296,2021-06-03,VND-02811,282269.99,USD,TRANSFER,0.824,COMPLETED
TXN-210416,2023-05-21,VND-02710,25653.21,AUD,ADVANCE,0.663,COMPLETED
TXN-C570329600,2020-06-25,VND-00926,1480882.64,USD,ADVANCE,0.905,COMPLETED
TXN-C679713143,2020-10-07,VND-01523,222252.35,CAD,ADVANCE,0.945,COMPLETED
TXN-C343178245,2020-06-06,VND-03364,786339.58,EUR,SETTLEMENT,0.967,COMPLETED
TXN-C237908767,2023-07-02,VND-03925,101020.87,EUR,INVOICE,0.771,COMPLETED
TXN-883018,2021-08-27,VND-00525,132840.66,EUR,PURCHASE,0.09,COMPLETED
TXN-C1699968959,2023-08-12,VND-01701,202752.48,USD,PAYMENT,0.377,COMPLETED
TXN-C1826474678,2020-06-22,VND-00664,24543.1,USD,SETTLEMENT,0.141,COMPLETED
TXN-919358,2020-03-02,VND-03520,15263.83,GBP,SETTLEMENT,0.705,COMPLETED
TXN-567463,2021-08-25,VND-02309,1556642.43,GBP,INVOICE,0.852,COMPLETED
TXN-910084,2020-05-11,VND-00820,197844.67,CAD,INVOICE,0.038,COMPLETED
TXN-C1271531795,2022-08-27,VND-01535,67243.0,USD,INVOICE,0.616,COMPLETED
TXN-C257653523,2023-12-20,VND-03688,140158.67,USD,TRANSFER,0.196,COMPLETED
TXN-916845,2020-06-26,VND-03300,16911.05,AUD,TRANSFER,0.425,COMPLETED
TXN-C1690050988,2020-12-11,VND-01104,164935.2,USD,PAYMENT,0.252,COMPLETED
TXN-833043,2023-06-06,VND-04523,15222.8,GBP,SETTLEMENT,0.835,COMPLETED
TXN-C374559056,2022-01-19,VND-01175,6689.87,EUR,PAYMENT,0.962,COMPLETED
TXN-621068,2023-11-27,VND-03927,607318.44,AUD,REIMBURSEMENT,0.901,COMPLETED
TXN-277293,2024-11-02,VND-03734,276440.34,AUD,REIMBURSEMENT,0.498,COMPLETED
TXN-C480184864,2020-04-27,VND-03842,108019.99,EUR,PAYMENT,0.068,COMPLETED
TXN-C1512974477,2020-09-27,VND-01089,15019.21,USD,INVOICE,0.101,COMPLETED
TXN-C344581796,2020-11-18,VND-01743,66206.4,USD,INVOICE,0.87,COMPLETED
TXN-229190,2021-03-08,VND-01785,2947.31,USD,PAYMENT,0.691,COMPLETED
TXN-447386,2024-06-12,VND-02044,4407.78,USD,ADVANCE,0.846,COMPLETED
TXN-715453,2020-05-29,VND-04641,467073.98,USD,REFUND,0.656,COMPLETED
TXN-C797416363,2020-11-19,VND-01754,336230.03,INR,TRANSFER,0.994,COMPLETED
TXN-C1753607449,2022-12-29,VND-04834,162888.25,EUR,REIMBURSEMENT,0.91,PENDING
TXN-958996,2020-04-27,VND-02014,184188.08,INR,REIMBURSEMENT,0.712,COMPLETED
TXN-918634,2024-09-02,VND-02428,33400.51,AUD,SETTLEMENT,0.46,COMPLETED
TXN-C1595958982,2021-08-18,VND-04153,83596.91,EUR,ADVANCE,0.4,PENDING
TXN-C963884756,2020-04-28,VND-03347,28072.66,EUR,PURCHASE,0.055,REVERSED
TXN-C456510757,2021-03-17,VND-01031,210094.58,USD,INVOICE,0.041,COMPLETED
TXN-678362,2024-06-17,VND-03153,3740.5,SGD,INVOICE,0.104,COMPLETED
TXN-195625,2021-04-14,VND-02048,105818.93,CAD,INVOICE,0.629,COMPLETED
TXN-633478,2020-03-06,VND-01006,13882.68,GBP,REFUND,0.931,COMPLETED
TXN-975448,2024-01-18,VND-03736,424883.96,INR,REIMBURSEMENT,0.105,COMPLETED
TXN-C649630909,2021-05-31,VND-03818,238499.4,USD,ADVANCE,0.074,COMPLETED
TXN-562997,2023-01-15,VND-01632,2791.65,USD,PURCHASE,0.138,COMPLETED
TXN-C972843820,2021-09-06,VND-02559,33543.12,USD,REIMBURSEMENT,0.592,FLAGGED
TXN-C1571782634,2022-06-15,VND-02509,1179.09,USD,REIMBURSEMENT,0.845,COMPLETED
TXN-382613,2024-08-30,VND-02116,226384.72,CAD,REIMBURSEMENT,0.124,REVERSED
TXN-C1797966160,2021-04-09,VND-04850,3219.09,EUR,PAYMENT,0.334,COMPLETED
TXN-818056,2020-08-17,VND-00148,121278.4,AUD,INVOICE,0.876,COMPLETED
TXN-C2008764899,2023-09-10,VND-00027,155493.86,SGD,ADVANCE,0.372,COMPLETED
TXN-C1997704619,2024-08-08,VND-00387,120503.34,EUR,TRANSFER,0.452,COMPLETED
TXN-C1076693469,2023-12-11,VND-03756,176138.67,GBP,INVOICE,0.117,COMPLETED
TXN-918476,2021-08-16,VND-03536,232.68,USD,ADVANCE,0.872,FLAGGED
TXN-C1828676092,2021-03-09,VND-01336,196822.81,INR,INVOICE,0.687,COMPLETED
TXN-230690,2021-11-08,VND-04159,190138.33,EUR,SETTLEMENT,0.993,COMPLETED
TXN-746677,2021-02-02,VND-00946,15600.59,GBP,REIMBURSEMENT,0.123,COMPLETED
TXN-C320929101,2021-07-08,VND-03880,41635.86,GBP,REIMBURSEMENT,0.761,COMPLETED
TXN-C623429099,2022-11-24,VND-02857,13340.67,INR,PAYMENT,0.946,COMPLETED
TXN-C976254793,2021-02-10,VND-00092,3949.99,USD,SETTLEMENT,0.779,COMPLETED
TXN-227018,2023-05-22,VND-02959,13447.02,USD,PURCHASE,0.441,COMPLETED
TXN-211537,2023-03-22,VND-01993,13847.58,EUR,PAYMENT,0.287,COMPLETED
TXN-486794,2024-08-12,VND-01547,127613.97,USD,PAYMENT,0.979,COMPLETED
TXN-623065,2024-09-16,VND-02539,1711.93,AUD,REFUND,0.106,COMPLETED
TXN-C716154959,2024-10-21,VND-02613,239924.78,GBP,SETTLEMENT,0.25,COMPLETED
TXN-845785,2022-04-03,VND-00831,6856.92,USD,PAYMENT,0.622,COMPLETED
TXN-C1098218736,2021-12-13,VND-01945,175763.76,GBP,REIMBURSEMENT,0.138,COMPLETED
TXN-C329481770,2023-09-04,VND-03678,153119.16,USD,REIMBURSEMENT,0.66,PENDING
TXN-C140863720,2020-05-09,VND-03476,7316.66,GBP,ADVANCE,0.157,COMPLETED
TXN-C1540234857,2020-07-01,VND-02672,1570934.52,USD,PAYMENT,0.9,COMPLETED
TXN-720504,2024-06-23,VND-00066,3687.26,EUR,REFUND,0.18,FLAGGED
TXN-C1271515799,2022-04-30,VND-02105,117261.16,USD,TRANSFER,0.803,COMPLETED
TXN-355277,2022-12-06,VND-03981,6848.2,INR,ADVANCE,0.378,COMPLETED
TXN-505878,2022-08-22,VND-03504,9106.93,CAD,PAYMENT,0.627,COMPLETED
TXN-903846,2020-10-24,VND-02149,2317.06,EUR,INVOICE,0.265,COMPLETED
TXN-C1808462430,2023-12-25,VND-00515,126914.67,AUD,TRANSFER,0.818,PENDING
TXN-215393,2024-05-02,VND-02703,2334.12,INR,PAYMENT,0.488,COMPLETED
TXN-255443,2022-05-07,VND-03928,69395.61,USD,SETTLEMENT,0.828,COMPLETED
TXN-C491715621,2020-09-26,VND-03262,14209.52,USD,REFUND,0.66,COMPLETED
TXN-C190868662,2020-02-26,VND-00569,507923.29,EUR,INVOICE,0.699,COMPLETED
TXN-C1645387671,2020-12-29,VND-04471,12895.72,USD,PAYMENT,0.616,COMPLETED
TXN-380982,2024-11-30,VND-02674,465765.42,EUR,SETTLEMENT,0.732,FLAGGED
TXN-599907,2020-03-12,VND-00632,9368.5,EUR,PAYMENT,0.802,COMPLETED
TXN-206372,2022-03-13,VND-03726,3983.54,USD,TRANSFER,0.459,COMPLETED
TXN-310185,2022-05-28,VND-04323,1245281.4,CAD,PURCHASE,0.99,COMPLETED
TXN-C1904586673,2020-12-24,VND-02532,9660.95,USD,REFUND,0.383,COMPLETED
TXN-C158801009,2023-07-06,VND-03352,103118.32,USD,INVOICE,0.227,COMPLETED
TXN-740023,2022-01-01,VND-02288,101703.14,USD,ADVANCE,0.055,COMPLETED
TXN-C1527879739,2024-08-31,VND-01362,18979.14,GBP,TRANSFER,0.517,COMPLETED
TXN-C603219469,2021-02-04,VND-02169,37302.25,USD,TRANSFER,0.136,COMPLETED
TXN-518092,2021-09-25,VND-03529,8531.31,INR,PAYMENT,0.744,FLAGGED
TXN-185506,2020-06-09,VND-03146,277.89,USD,ADVANCE,0.671,COMPLETED
TXN-265712,2020-08-06,VND-00984,59611.25,USD,SETTLEMENT,0.843,COMPLETED
TXN-C2089777725,2020-05-02,VND-01473,245463.19,USD,SETTLEMENT,0.186,COMPLETED
TXN-432939,2023-10-16,VND-02795,43404.62,USD,INVOICE,0.64,FLAGGED
TXN-561125,2021-06-02,VND-03718,264310.51,USD,PAYMENT,0.603,COMPLETED
TXN-C610010724,2020-07-24,VND-03562,110518.81,USD,INVOICE,0.696,COMPLETED
TXN-792263,2024-09-22,VND-02710,64692.44,USD,SETTLEMENT,0.116,COMPLETED
TXN-C782749152,2021-09-04,VND-04697,4038.44,CAD,TRANSFER,0.913,COMPLETED
TXN-C1850231545,2021-07-03,VND-02210,17856.74,USD,TRANSFER,0.072,COMPLETED
TXN-C1655936826,2024-09-22,VND-02756,11210.7,USD,REIMBURSEMENT,0.744,PENDING
TXN-C640096191,2023-04-15,VND-00652,4588.08,USD,SETTLEMENT,0.996,COMPLETED
TXN-881733,2020-04-17,VND-02900,1462.58,EUR,REIMBURSEMENT,0.7,COMPLETED
TXN-C1829276276,2020-11-04,VND-04772,249493.73,USD,TRANSFER,0.16,PENDING
TXN-C1648519339,2022-10-28,VND-02202,43495.62,USD,INVOICE,0.508,COMPLETED
TXN-C1846378982,2021-07-30,VND-04021,7022.73,CAD,INVOICE,0.214,COMPLETED
TXN-C1020614711,2022-05-30,VND-03483,17903.61,USD,SETTLEMENT,0.778,COMPLETED
TXN-C1511067261,2021-08-26,VND-02964,160548.54,AUD,PURCHASE,0.273,COMPLETED
TXN-C1919555524,2024-09-09,VND-00434,178168.41,INR,TRANSFER,0.048,COMPLETED
TXN-595705,2022-08-14,VND-03180,52700.06,USD,REFUND,0.656,COMPLETED
TXN-C1234163560,2022-10-30,VND-01723,26508.06,GBP,REFUND,0.325,COMPLETED
TXN-C731979931,2024-05-11,VND-04820,23478.63,GBP,PAYMENT,0.662,COMPLETED
TXN-411658,2024-10-01,VND-01975,25951.9,USD,PAYMENT,0.391,COMPLETED
TXN-837875,2021-05-02,VND-01879,7230.42,INR,PAYMENT,0.391,COMPLETED
TXN-475111,2021-09-01,VND-03211,104582.46,USD,REFUND,0.947,COMPLETED
TXN-C459916882,2022-12-06,VND-02704,5307.88,SGD,PURCHASE,0.143,COMPLETED
TXN-913472,2023-04-26,VND-01831,433348.74,USD,ADVANCE,0.844,COMPLETED
TXN-259148,2024-08-21,VND-00109,29134.97,AUD,TRANSFER,0.918,COMPLETED
TXN-C582495711,2022-05-22,VND-00133,404351.42,CAD,TRANSFER,0.434,COMPLETED
TXN-C1251289729,2022-06-20,VND-00720,25344.35,USD,ADVANCE,0.5,FLAGGED
TXN-C1672657762,2024-09-18,VND-03581,5566.09,CAD,ADVANCE,0.122,COMPLETED
TXN-C471110969,2022-09-21,VND-04618,248694.03,USD,REFUND,0.665,COMPLETED
TXN-670756,2022-02-20,VND-00034,18439.05,INR,SETTLEMENT,0.185,PENDING
TXN-C647273858,2022-04-29,VND-00805,546131.94,INR,PURCHASE,0.807,COMPLETED
TXN-718198,2024-05-05,VND-03619,9098.03,EUR,SETTLEMENT,0.55,REVERSED
TXN-C1516885396,2021-01-21,VND-02030,191603.6,USD,REIMBURSEMENT,0.365,COMPLETED
TXN-727977,2024-06-05,VND-02034,84261.58,AUD,ADVANCE,0.867,COMPLETED
TXN-C90293475,2022-12-23,VND-01167,6826.39,GBP,SETTLEMENT,0.364,REVERSED
TXN-480056,2020-03-23,VND-02870,1745919.1,USD,INVOICE,0.968,REVERSED
TXN-684032,2021-10-05,VND-01063,58233.54,CAD,ADVANCE,0.49,COMPLETED
TXN-C929102954,2020-05-08,VND-04538,13664.22,GBP,PURCHASE,0.575,COMPLETED
TXN-910549,2024-10-08,VND-00294,111179.89,EUR,SETTLEMENT,0.249,COMPLETED
TXN-690151,2021-06-24,VND-04497,8372.19,GBP,TRANSFER,0.116,COMPLETED
TXN-116906,2022-03-31,VND-03686,669936.4,INR,PAYMENT,0.977,COMPLETED
TXN-C77957089,2022-09-11,VND-03630,103902.81,USD,ADVANCE,0.127,COMPLETED
TXN-176865,2023-03-17,VND-01479,347902.45,CAD,SETTLEMENT,0.223,COMPLETED
TXN-379691,2020-01-19,VND-03959,420419.29,USD,REIMBURSEMENT,0.66,COMPLETED
TXN-C1355107831,2020-01-12,VND-04360,5823.75,USD,PURCHASE,0.415,COMPLETED
TXN-C66445197,2020-05-10,VND-03638,344979.25,GBP,TRANSFER,0.768,COMPLETED
TXN-C287829037,2021-08-08,VND-04406,70578.58,CAD,PAYMENT,0.451,COMPLETED
TXN-C199907649,2022-08-01,VND-04945,2238161.71,GBP,REIMBURSEMENT,0.869,COMPLETED
TXN-C594579220,2020-12-11,VND-03650,30931.21,CAD,REIMBURSEMENT,0.825,COMPLETED
TXN-568185,2020-09-11,VND-01587,414408.61,GBP,REFUND,0.129,COMPLETED
TXN-700230,2022-08-03,VND-01176,1392.66,GBP,REFUND,0.608,COMPLETED
TXN-C1429644301,2021-03-30,VND-01138,5009.52,USD,ADVANCE,0.603,COMPLETED
TXN-C903195729,2021-07-29,VND-04603,8423.78,USD,ADVANCE,0.622,COMPLETED
TXN-C2066785197,2020-03-28,VND-01646,399904.54,GBP,SETTLEMENT,0.554,COMPLETED
TXN-C747899920,2023-05-03,VND-04678,13965.79,USD,REFUND,0.142,FLAGGED
TXN-C323928307,2022-03-10,VND-00348,7132.89,USD,PURCHASE,0.891,COMPLETED
TXN-C618642587,2024-09-14,VND-04634,58345.95,SGD,SETTLEMENT,0.997,COMPLETED
TXN-C1051423598,2023-03-25,VND-01985,16235.79,AUD,PAYMENT,0.942,COMPLETED
TXN-C622955085,2024-03-24,VND-01820,15167.21,CAD,REIMBURSEMENT,0.169,COMPLETED
TXN-474506,2022-08-03,VND-00684,15836.65,CAD,PAYMENT,0.117,COMPLETED
TXN-C980364771,2020-12-06,VND-03815,89946.47,USD,REIMBURSEMENT,0.172,COMPLETED
TXN-533284,2022-06-13,VND-04633,154304.87,GBP,PURCHASE,0.672,COMPLETED
TXN-393910,2023-01-06,VND-01781,69136.89,GBP,INVOICE,0.832,COMPLETED
TXN-127629,2020-10-14,VND-04243,2023.06,INR,PAYMENT,0.755,COMPLETED
TXN-C720060219,2023-01-29,VND-03447,147135.39,USD,PURCHASE,0.825,COMPLETED
TXN-C1861538871,2022-09-16,VND-04412,451950.04,USD,PAYMENT,0.405,COMPLETED
TXN-C1531182070,2024-04-21,VND-01262,3220.98,USD,PAYMENT,0.764,COMPLETED
TXN-C1214357269,2021-05-16,VND-00676,3864.42,USD,INVOICE,0.191,COMPLETED
TXN-817927,2020-09-27,VND-04321,34777.52,EUR,ADVANCE,0.177,COMPLETED
TXN-209571,2023-02-21,VND-01020,14229.62,USD,REFUND,0.656,COMPLETED
TXN-388069,2023-02-24,VND-04512,19883.38,USD,ADVANCE,0.009,COMPLETED
TXN-C1864715641,2022-05-04,VND-00589,308797.02,EUR,REIMBURSEMENT,0.095,COMPLETED
TXN-277496,2024-07-03,VND-04237,138327.76,USD,ADVANCE,0.977,FLAGGED
TXN-C1122233828,2020-12-27,VND-01107,12129.31,USD,ADVANCE,0.575,COMPLETED
TXN-C1726715997,2022-03-06,VND-02855,364350.12,GBP,ADVANCE,0.635,COMPLETED
TXN-794095,2021-07-08,VND-03712,71523.4,EUR,SETTLEMENT,0.3,COMPLETED
TXN-C29603972,2021-02-05,VND-02847,9261.61,USD,TRANSFER,0.984,PENDING
TXN-C1114668751,2021-07-09,VND-04275,2533.38,USD,ADVANCE,0.937,COMPLETED
TXN-C458675944,2020-11-29,VND-04555,7456.6,USD,ADVANCE,0.371,COMPLETED
TXN-C516570791,2022-11-13,VND-03153,380.09,EUR,PAYMENT,0.986,COMPLETED
TXN-C1273895132,2022-11-15,VND-01131,51345.22,INR,REIMBURSEMENT,0.608,COMPLETED
TXN-C2146267853,2024-02-19,VND-00870,938739.54,USD,REIMBURSEMENT,0.659,COMPLETED
TXN-C1573719263,2024-12-29,VND-03302,7752.5,EUR,ADVANCE,0.455,COMPLETED
TXN-780589,2022-03-06,VND-03432,240255.07,USD,SETTLEMENT,0.914,COMPLETED
TXN-C1778013494,2020-12-18,VND-04229,15912.89,USD,PURCHASE,0.686,COMPLETED
TXN-C1360879214,2022-03-22,VND-00953,198895.62,USD,TRANSFER,0.98,FLAGGED
TXN-C1664401624,2023-12-13,VND-02559,166737.73,INR,ADVANCE,0.975,COMPLETED
TXN-C197872686,2023-06-18,VND-03567,148640.18,EUR,INVOICE,0.844,COMPLETED
TXN-C1199095941,2021-07-03,VND-03235,45278.16,CAD,ADVANCE,0.97,FLAGGED
TXN-393020,2023-10-31,VND-03086,35136.65,USD,REFUND,0.62,COMPLETED
TXN-897640,2024-03-23,VND-04688,187232.76,AUD,REIMBURSEMENT,0.488,COMPLETED
TXN-185434,2021-06-04,VND-03734,16147.09,AUD,TRANSFER,0.585,COMPLETED
TXN-C1285981093,2024-11-11,VND-01885,392554.77,USD,PURCHASE,0.38,COMPLETED
TXN-208696,2021-08-25,VND-04422,101595.75,USD,PURCHASE,0.763,COMPLETED
TXN-434693,2023-09-24,VND-00832,5494.93,EUR,PURCHASE,0.889,COMPLETED
TXN-C1799521220,2023-09-29,VND-00789,197377.64,AUD,INVOICE,0.424,COMPLETED
TXN-C851441784,2023-05-14,VND-03673,291631.54,USD,PURCHASE,0.174,COMPLETED
TXN-C886690567,2020-10-17,VND-02463,2258.16,EUR,PAYMENT,0.569,COMPLETED
TXN-C935818862,2024-10-22,VND-02613,101873.5,USD,INVOICE,0.298,COMPLETED
TXN-C1792086750,2023-12-10,VND-01877,8594.62,USD,SETTLEMENT,0.714,COMPLETED
TXN-248014,2020-03-03,VND-04319,18853.14,INR,INVOICE,0.238,FLAGGED
TXN-C2049975676,2021-10-26,VND-04441,302602.9,EUR,TRANSFER,0.65,COMPLETED
TXN-673275,2023-12-19,VND-02201,642.26,USD,INVOICE,0.795,COMPLETED
TXN-C1414411897,2023-06-13,VND-02790,46702.8,USD,REIMBURSEMENT,0.01,COMPLETED
TXN-C87378521,2021-12-19,VND-04387,1542.01,GBP,TRANSFER,0.631,FLAGGED
TXN-C1588880909,2023-05-19,VND-00883,413482.81,USD,REFUND,0.433,COMPLETED
TXN-926572,2022-12-15,VND-01471,18714.61,AUD,INVOICE,0.6,COMPLETED
TXN-C1766705563,2023-11-18,VND-00466,358517.98,USD,INVOICE,0.256,COMPLETED
TXN-C1391471814,2023-12-09,VND-01133,38928.17,AUD,PURCHASE,0.362,PENDING
TXN-C145191576,2023-10-29,VND-02232,3200.46,USD,SETTLEMENT,0.626,COMPLETED
TXN-C1995559327,2024-01-13,VND-04386,1082.08,GBP,REFUND,0.581,FLAGGED
TXN-C523331047,2023-09-07,VND-01705,352168.43,USD,REFUND,0.885,COMPLETED
TXN-358110,2022-12-27,VND-04705,18788.7,USD,TRANSFER,0.175,COMPLETED
TXN-C447104828,2023-04-15,VND-03806,52959.6,USD,ADVANCE,0.886,COMPLETED
TXN-491999,2022-01-09,VND-04754,98848.63,INR,INVOICE,0.539,PENDING
TXN-C520551177,2023-10-12,VND-02750,111590.13,USD,INVOICE,0.314,COMPLETED
TXN-C419803784,2022-10-20,VND-04289,5900.3,GBP,SETTLEMENT,0.582,COMPLETED
TXN-C844445646,2021-10-25,VND-03943,398177.88,EUR,REIMBURSEMENT,0.655,REVERSED
TXN-C877713023,2021-06-12,VND-04523,416636.99,USD,PAYMENT,0.212,COMPLETED
TXN-155438,2022-08-23,VND-04493,66650.09,USD,SETTLEMENT,0.982,COMPLETED
TXN-609022,2023-01-30,VND-02370,411399.46,GBP,REIMBURSEMENT,0.513,COMPLETED
TXN-752070,2021-11-16,VND-04254,61909.06,USD,PURCHASE,0.58,COMPLETED
TXN-408291,2020-08-03,VND-00992,610.39,INR,REFUND,0.064,COMPLETED
TXN-493991,2021-10-22,VND-03446,15834.72,INR,PURCHASE,0.266,COMPLETED
TXN-C172848686,2022-10-27,VND-01368,271364.67,INR,INVOICE,0.046,COMPLETED
TXN-C1730130429,2020-11-01,VND-00420,52373.15,GBP,REFUND,0.895,COMPLETED
TXN-C1698148964,2023-06-30,VND-02322,2234.16,USD,TRANSFER,0.355,COMPLETED
TXN-945051,2023-09-12,VND-01614,118754.91,GBP,PAYMENT,0.711,COMPLETED
TXN-418307,2023-06-20,VND-03980,1966.29,USD,PAYMENT,0.783,PENDING
TXN-C1243171897,2024-01-30,VND-03801,114381.77,EUR,INVOICE,0.847,COMPLETED
TXN-C2139428966,2021-07-23,VND-03158,301844.07,USD,REFUND,0.021,COMPLETED
TXN-153196,2024-08-17,VND-04934,147678.0,INR,TRANSFER,0.461,COMPLETED
TXN-C162476481,2021-11-26,VND-01662,93898.6,USD,SETTLEMENT,0.402,COMPLETED
TXN-C575501641,2023-06-09,VND-01648,27148.64,EUR,PAYMENT,0.14,COMPLETED
TXN-C2086084506,2022-03-30,VND-03283,17421.06,USD,REIMBURSEMENT,0.204,COMPLETED
TXN-C1049710155,2020-02-07,VND-00613,2767908.66,INR,PURCHASE,0.963,COMPLETED
TXN-C1701481613,2024-05-12,VND-04139,61273.88,CAD,PURCHASE,0.089,COMPLETED
TXN-598768,2020-12-06,VND-02799,1068.03,EUR,INVOICE,0.894,COMPLETED
TXN-C1340769295,2021-01-07,VND-02722,1295832.88,CAD,ADVANCE,0.811,COMPLETED
TXN-C1048043018,2023-06-01,VND-03449,110936.9,EUR,PURCHASE,0.831,COMPLETED
TXN-C1469453048,2020-03-14,VND-00676,216043.13,INR,ADVANCE,0.155,COMPLETED
TXN-993202,2021-06-23,VND-03025,89291.66,INR,SETTLEMENT,0.685,COMPLETED
TXN-C2131438577,2021-04-04,VND-03584,30153.08,AUD,REIMBURSEMENT,0.882,COMPLETED
TXN-231783,2024-10-27,VND-03775,53823.3,CAD,PURCHASE,0.992,PENDING
TXN-C1976019565,2020-06-01,VND-00053,81466.9,AUD,SETTLEMENT,0.255,COMPLETED
TXN-C77101558,2022-05-28,VND-03733,3334.9,USD,REFUND,0.569,COMPLETED
TXN-C1535131647,2020-02-11,VND-02507,276790.86,USD,INVOICE,0.134,COMPLETED
TXN-C1155572174,2022-01-29,VND-04104,946803.04,EUR,PAYMENT,0.684,COMPLETED
TXN-C411007080,2022-06-13,VND-04622,8007.78,INR,SETTLEMENT,0.89,COMPLETED
TXN-192463,2020-03-20,VND-04507,173807.17,CAD,SETTLEMENT,0.833,COMPLETED
TXN-C1038391408,2022-06-19,VND-02725,367594.66,USD,PAYMENT,0.882,COMPLETED
TXN-C570277970,2022-12-17,VND-03869,298618.11,SGD,INVOICE,0.687,COMPLETED
