vendor_id,vendor_name,vendor_type,country,registration_no,risk_rating,onboarding_date,status
VND-02793,PeakVault Services Holdings,SUPPLIER,United States,REG-HA790GBB37,MEDIUM,2017-03-26,ACTIVE
VND-02794,WaveCore Manufacturing,CONTRACTOR,Ireland,REG-JI881MRM97,LOW,2022-06-15,ACTIVE
VND-02795,Apex Solutions Holdings,SUPPLIER,United States,REG-XH964IMF77,LOW,2020-03-13,ACTIVE
VND-02796,JadeCore Solutions Inc,DISTRIBUTOR,United States,REG-JG530ALZ76,MEDIUM,2016-04-22,ACTIVE
VND-02797,JadeCore Solutions LLC,CONTRACTOR,United States,REG-YW480DGC85,LOW,2023-07-17,ACTIVE
VND-02798,Beta_Supplies LLC,CONSULTANT,India,REG-ZX024INZ43,LOW,2018-07-22,ACTIVE
VND-02799,CoreVault Systems Inc,SUPPLIER,India,REG-CY221YMQ69,LOW,2016-03-12,ACTIVE
VND-02800,TitanPath Holdings,SERVICE_PROVIDER,United States,REG-ZQ685EBY74,LOW,2024-02-24,BLACKLISTED
VND-02801,EdgeWave Technologies Ltd,SUPPLIER,France,REG-SH751PKX69,LOW,2019-01-30,ACTIVE
VND-02802,BridgeTech Consulting,CONTRACTOR,United Kingdom,REG-AT215JYE01,LOW,2018-03-13,ACTIVE
VND-02803,HorizonEdge Inc Ltd,LOGISTICS,United States,REG-XC070PHX33,MEDIUM,2021-09-21,ACTIVE
VND-02804,QuantumEdge Solutions Inc,CONTRACTOR,United States,REG-NI424OKI31,LOW,2018-09-29,ACTIVE
VND-02805,Delta_Logistics,SUPPLIER,India,REG-OB484ATG81,LOW,2017-08-06,ACTIVE
VND-02806,XpressCore Dynamics Ltd,LOGISTICS,China,REG-OC691JGX05,LOW,2015-11-23,ACTIVE
VND-02807,IronPoint Manufacturing Holdings,MANUFACTURER,India,REG-YS167SZT58,HIGH,2021-03-12,BLACKLISTED
VND-02808,CoreVault Systems Holdings,SUPPLIER,Germany,REG-TJ339FFA53,LOW,2019-09-18,ACTIVE
VND-02809,EdgeWave Technologies,SUPPLIER,United States,REG-AQ501XJF47,LOW,2021-08-06,ACTIVE
VND-02810,Delta_Logistics Holdings,DISTRIBUTOR,United States,REG-EP896JVU15,MEDIUM,2019-07-21,ACTIVE
VND-02811,JadeCore Solutions Inc,SUPPLIER,Germany,REG-FV128ZGI17,LOW,2017-10-11,ACTIVE
VND-02812,KryptonPath Ltd LLC,MANUFACTURER,United States,REG-GG395VXQ97,LOW,2016-03-01,ACTIVE
VND-02813,InnoCore Dynamics Group,LOGISTICS,Netherlands,REG-KO260UYB97,LOW,2023-04-11,ACTIVE
VND-02814,SkyBridge Logistics Ltd,DISTRIBUTOR,United Kingdom,REG-XR244BXD65,LOW,2018-01-24,ACTIVE
VND-02815,BlueStar Procurement Group,MANUFACTURER,Canada,REG-CG720BDN51,LOW,2021-11-16,ACTIVE
VND-02816,WaveCore Manufacturing Group,DISTRIBUTOR,Singapore,REG-YZ087QWP15,LOW,2019-07-15,ACTIVE
VND-02817,PrimeAxis Corp Ltd,MANUFACTURER,Singapore,REG-NG783FUT70,HIGH,2016-05-25,ACTIVE
VND-02818,Apex Solutions,DISTRIBUTOR,United Kingdom,REG-SE380TGU27,LOW,2019-07-20,ACTIVE
VND-02819,KryptonPath Ltd Group,MANUFACTURER,Brazil,REG-KL726VQX02,MEDIUM,2024-02-18,ACTIVE
VND-02820,InnoCore Dynamics LLC,CONSULTANT,India,REG-LJ686HTC27,LOW,2015-06-14,ACTIVE
VND-02821,SkyBridge Logistics International,CONSULTANT,India,REG-AC766PYR42,MEDIUM,2016-06-28,ACTIVE
VND-02822,PeakVault Services Group,SUPPLIER,United States,REG-VN327UJZ13,HIGH,2023-01-16,ACTIVE
VND-02823,ClearPath Logistics Group,MANUFACTURER,Ireland,REG-IN762HBU59,LOW,2016-08-25,ACTIVE
VND-02824,UltraVista Technologies International,MANUFACTURER,Netherlands,REG-QS879BZQ06,MEDIUM,2019-04-01,ACTIVE
VND-02825,MeridianTech Inc,CONSULTANT,United Kingdom,REG-LD886SVX93,LOW,2022-02-14,ACTIVE
VND-02826,RapidCore Consulting Inc,CONSULTANT,France,REG-YB534RHM05,LOW,2022-06-05,ACTIVE
VND-02827,DeltaPath Logistics Holdings,SERVICE_PROVIDER,Australia,REG-VF273UMC96,LOW,2015-01-13,ACTIVE
VND-02828,Beta_Supplies,SERVICE_PROVIDER,UAE,REG-RP640VUA53,LOW,2023-05-24,ACTIVE
VND-02829,SilverPath Holdings Group,CONTRACTOR,United Kingdom,REG-DF707TVW89,LOW,2018-03-06,ACTIVE
VND-02830,Alpha_Inc Inc,SUPPLIER,Brazil,REG-TB426PYH19,LOW,2020-12-09,ACTIVE
VND-02831,OmegaLink Systems International,MANUFACTURER,India,REG-ZV422IDU73,LOW,2017-04-02,ACTIVE
VND-02832,RedPoint Consulting Group,CONSULTANT,Australia,REG-PJ320EGG22,MEDIUM,2020-05-21,BLACKLISTED
VND-02833,PrimeAxis Corp LLC,SERVICE_PROVIDER,United Kingdom,REG-MH175FGB76,HIGH,2020-06-13,ACTIVE
VND-02834,PeakVault Services Group,CONTRACTOR,Canada,REG-IX204HSR29,CRITICAL,2016-03-25,BLACKLISTED
VND-02835,RedPoint Consulting Inc,DISTRIBUTOR,India,REG-CX869LGB83,LOW,2022-05-20,ACTIVE
VND-02836,KryptonPath Ltd,CONTRACTOR,India,REG-LB903LVA92,MEDIUM,2017-09-15,ACTIVE
VND-02837,RapidCore Consulting Ltd,DISTRIBUTOR,UAE,REG-LR980ZRF14,MEDIUM,2021-11-18,ACTIVE
VND-02838,HorizonEdge Inc,SUPPLIER,Germany,REG-EC106DWB80,HIGH,2016-09-02,INACTIVE
VND-02839,Acuity Systems Ltd,SUPPLIER,France,REG-XC316VRA37,MEDIUM,2018-10-29,ACTIVE
VND-02840,TrueNorth Services LLC,SERVICE_PROVIDER,India,REG-LA049DLQ33,LOW,2023-07-28,ACTIVE
VND-02841,MeridianTech LLC,MANUFACTURER,South Africa,REG-ZC469KKR31,LOW,2019-07-05,ACTIVE
VND-02842,YieldPoint Partners International,CONSULTANT,India,REG-IO763KCV80,LOW,2022-01-02,ACTIVE
VND-02843,WaveCore Manufacturing International,CONSULTANT,UAE,REG-WN654UNJ02,LOW,2023-07-06,ACTIVE
VND-02844,JadeCore Solutions,SUPPLIER,United States,REG-OI519DSK39,LOW,2022-09-26,ACTIVE
VND-02845,Acuity Systems Inc,CONSULTANT,Australia,REG-KH728YOW12,LOW,2015-06-29,ACTIVE
VND-02846,EdgeWave Technologies,DISTRIBUTOR,Australia,REG-IB049TAC60,LOW,2022-08-21,BLACKLISTED
VND-02847,NorthBridge Supplies Group,SUPPLIER,United States,REG-JP652TWN72,MEDIUM,2019-02-28,ACTIVE
VND-02848,Acuity Systems,MANUFACTURER,Brazil,REG-XB974CUA99,LOW,2018-02-22,ACTIVE
VND-02849,FlowBridge Inc Holdings,DISTRIBUTOR,United States,REG-AV886FXW40,MEDIUM,2017-08-27,INACTIVE
VND-02850,MomentumCore Corp Ltd,MANUFACTURER,India,REG-AQ602TGK08,LOW,2023-05-16,ACTIVE
VND-02851,IronPoint Manufacturing Group,LOGISTICS,United States,REG-XE290XXT22,LOW,2022-05-16,ACTIVE
VND-02852,NorthBridge Supplies Inc,CONTRACTOR,United States,REG-IK390CLO44,HIGH,2019-08-14,ACTIVE
VND-02853,KryptonPath Ltd Holdings,SERVICE_PROVIDER,Germany,REG-NL225AKP33,LOW,2015-01-01,ACTIVE
VND-02854,JadeCore Solutions LLC,SUPPLIER,United States,REG-PZ510VWD25,HIGH,2016-11-03,INACTIVE
VND-02855,RapidCore Consulting Holdings,CONSULTANT,United Kingdom,REG-VY193TRC54,CRITICAL,2017-02-27,BLACKLISTED
VND-02856,LatticeCore Partners Group,CONSULTANT,United Kingdom,REG-ZJ369SSY88,LOW,2024-04-11,ACTIVE
VND-02857,RapidCore Consulting International,DISTRIBUTOR,United States,REG-KS393PZK33,LOW,2017-07-13,ACTIVE
VND-02858,VoltEdge Solutions Group,MANUFACTURER,India,REG-BW962KVV08,LOW,2019-02-10,ACTIVE
VND-02859,TitanPath Holdings,CONSULTANT,France,REG-WR831FKL24,MEDIUM,2024-05-07,ACTIVE
VND-02860,CoreVault Systems Ltd,MANUFACTURER,Singapore,REG-UN075MNI96,LOW,2016-12-18,ACTIVE
VND-02861,NorthBridge Supplies,SERVICE_PROVIDER,United States,REG-ZM012EED37,LOW,2016-09-21,ACTIVE
VND-02862,KineticBlue Ltd Holdings,DISTRIBUTOR,China,REG-EA495YLM42,LOW,2023-01-02,ACTIVE
VND-02863,LucentBridge Technologies Ltd,SERVICE_PROVIDER,United Kingdom,REG-VN419YGL37,MEDIUM,2018-09-13,ACTIVE
VND-02864,RapidCore Consulting Ltd,SERVICE_PROVIDER,Singapore,REG-SO226GEX71,MEDIUM,2017-06-02,ACTIVE
VND-02865,ClearPath Logistics Holdings,CONTRACTOR,South Africa,REG-EU362JQG64,LOW,2018-07-17,ACTIVE
VND-02866,YellowBridge Partners Inc,CONSULTANT,Singapore,REG-SB646NBH12,LOW,2015-03-24,ACTIVE
VND-02867,DawnTech Services,SUPPLIER,United States,REG-LK730QVI09,LOW,2021-07-09,ACTIVE
VND-02868,TitanPath Holdings Ltd,DISTRIBUTOR,France,REG-MK452TGE40,HIGH,2016-04-08,ACTIVE
VND-02869,UnityCore Technologies LLC,CONSULTANT,United States,REG-UG535RNU50,LOW,2024-02-28,ACTIVE
VND-02870,OmegaLink Systems Inc,CONSULTANT,United States,REG-PQ219DHC14,LOW,2016-06-01,ACTIVE
VND-02871,EdgeWave Technologies Group,DISTRIBUTOR,United States,REG-DM797IXS24,LOW,2021-01-16,ACTIVE
VND-02872,QuantumEdge Solutions Holdings,DISTRIBUTOR,United States,REG-IP422TQO18,LOW,2018-09-22,ACTIVE
VND-02873,FusionCore Analytics Inc,CONSULTANT,United States,REG-VA581TXI92,MEDIUM,2024-05-25,ACTIVE
VND-02874,OpenBridge Systems,CONSULTANT,Japan,REG-OY770KMN67,MEDIUM,2020-10-22,ACTIVE
VND-02875,OpenBridge Systems Ltd,MANUFACTURER,Germany,REG-BW329GWN98,LOW,2015-11-25,ACTIVE
VND-02876,Epsilon_Group Holdings,SUPPLIER,United States,REG-QS025BRD78,LOW,2015-05-03,ACTIVE
VND-02877,TitanPath Holdings,MANUFACTURER,United States,REG-HM858VIK58,MEDIUM,2024-01-30,ACTIVE
VND-02878,WavePath Inc,DISTRIBUTOR,United States,REG-YL567BVG26,LOW,2022-02-22,ACTIVE
VND-02879,Delta_Logistics,LOGISTICS,UAE,REG-XK467XTN29,LOW,2019-12-04,ACTIVE
VND-02880,OpenBridge Systems LLC,SUPPLIER,United States,REG-KJ551KLL96,LOW,2021-10-13,ACTIVE
VND-02881,SkyBridge Logistics,DISTRIBUTOR,Ireland,REG-WU501YQO82,CRITICAL,2023-11-30,BLACKLISTED
VND-02882,KineticBlue Ltd,LOGISTICS,United States,REG-JA624MLW72,LOW,2021-02-13,ACTIVE
VND-02883,EcoVenture Supplies Holdings,DISTRIBUTOR,United States,REG-YK420PRF12,LOW,2020-07-04,ACTIVE
VND-02884,SilverPath Holdings Ltd,LOGISTICS,United States,REG-AY499AMS29,LOW,2021-12-21,ACTIVE
VND-02885,GreenBridge Consulting International,SUPPLIER,United States,REG-IA662ZAQ70,LOW,2020-03-29,ACTIVE
VND-02886,QuantumEdge Solutions Group,CONTRACTOR,Japan,REG-ML509EES56,LOW,2019-03-28,ACTIVE
VND-02887,HorizonEdge Inc Holdings,CONSULTANT,Singapore,REG-DV003WFK91,LOW,2020-12-11,ACTIVE
VND-02888,Acuity Systems Group,CONTRACTOR,Netherlands,REG-NL335IKT38,LOW,2023-12-12,ACTIVE
VND-02889,RapidCore Consulting,CONTRACTOR,United Kingdom,REG-YA711SCA93,LOW,2019-02-08,ACTIVE
VND-02890,CoreVault Systems Ltd,SUPPLIER,Japan,REG-QC082UZR77,MEDIUM,2023-01-04,ACTIVE
VND-02891,PrimeAxis Corp International,LOGISTICS,South Africa,REG-BI616ZSN07,LOW,2021-10-02,ACTIVE
VND-02892,Alpha_Inc,DISTRIBUTOR,Japan,REG-UO850DLM09,LOW,2023-08-30,ACTIVE
VND-02893,HorizonEdge Inc Group,SUPPLIER,United States,REG-QJ461ORH76,HIGH,2016-05-30,BLACKLISTED
VND-02894,HarborLight Services Inc,CONTRACTOR,UAE,REG-PY336NQS10,LOW,2019-05-24,ACTIVE
VND-02895,HorizonEdge Inc LLC,CONTRACTOR,Japan,REG-TG164YWR23,LOW,2015-01-21,ACTIVE
VND-02896,PeakVault Services Group,SERVICE_PROVIDER,France,REG-DE413QYH72,MEDIUM,2021-02-20,BLACKLISTED
VND-02897,MeridianTech International,LOGISTICS,United Kingdom,REG-SN576YQM06,MEDIUM,2023-01-20,ACTIVE
VND-02898,RedPoint Consulting Group,MANUFACTURER,United States,REG-BZ429EEU04,LOW,2016-09-26,ACTIVE
VND-02899,SkyBridge Logistics Holdings,CONSULTANT,Netherlands,REG-BF518FNN87,LOW,2023-02-21,ACTIVE
VND-02900,VoltEdge Solutions Holdings,CONTRACTOR,United Kingdom,REG-CK932SJO42,LOW,2019-07-28,ACTIVE
VND-02901,XpressCore Dynamics LLC,CONTRACTOR,UAE,REG-XF744KOR41,LOW,2016-06-18,ACTIVE
VND-02902,YellowBridge Partners Holdings,SERVICE_PROVIDER,United States,REG-YK565QCK38,LOW,2015-12-03,ACTIVE
VND-02903,OpenBridge Systems International,CONTRACTOR,Canada,REG-XV025OYW48,MEDIUM,2016-10-03,ACTIVE
VND-02904,CoreVault Systems Group,LOGISTICS,United Kingdom,REG-RS268DLM90,MEDIUM,2019-07-10,ACTIVE
VND-02905,IronPoint Manufacturing LLC,CONTRACTOR,United Kingdom,REG-AM864VOG10,MEDIUM,2017-02-04,ACTIVE
VND-02906,BridgeTech Consulting LLC,SERVICE_PROVIDER,Canada,REG-FZ557URP42,HIGH,2015-12-13,BLACKLISTED
VND-02907,SilverPath Holdings Ltd,LOGISTICS,UAE,REG-LX599OEI00,LOW,2021-06-16,ACTIVE
VND-02908,YellowBridge Partners Group,SUPPLIER,Canada,REG-FP146OAV04,LOW,2023-03-13,ACTIVE
VND-02909,HorizonEdge Inc Group,CONTRACTOR,Germany,REG-HQ143RND78,LOW,2024-04-24,ACTIVE
VND-02910,NexPoint Analytics Inc,SUPPLIER,Germany,REG-WC066PWA18,MEDIUM,2022-10-26,ACTIVE
VND-02911,DeltaPath Logistics Inc,CONSULTANT,United Kingdom,REG-WO467ZJZ26,LOW,2018-04-08,ACTIVE
VND-02912,XpressCore Dynamics Inc,CONSULTANT,UAE,REG-XH154VMK18,HIGH,2018-12-25,ACTIVE
VND-02913,UnityCore Technologies,MANUFACTURER,United Kingdom,REG-SK002KHA77,LOW,2019-06-05,ACTIVE
VND-02914,FlowBridge Inc,DISTRIBUTOR,Australia,REG-PJ845YBS07,MEDIUM,2022-12-23,ACTIVE
VND-02915,Alpha_Inc,SUPPLIER,South Africa,REG-VC356OTP60,LOW,2021-02-07,ACTIVE
VND-02916,FlowBridge Inc LLC,CONSULTANT,France,REG-PN746BZE98,HIGH,2022-08-12,ACTIVE
VND-02917,UltraVista Technologies Group,SERVICE_PROVIDER,United States,REG-SY730HJI67,LOW,2015-06-10,ACTIVE
VND-02918,XpressCore Dynamics Ltd,DISTRIBUTOR,France,REG-KP226RXF67,MEDIUM,2023-07-16,BLACKLISTED
VND-02919,YieldPoint Partners,DISTRIBUTOR,Singapore,REG-PG908BVN78,MEDIUM,2020-03-06,ACTIVE
VND-02920,HorizonEdge Inc,CONSULTANT,United Kingdom,REG-EW859NKA06,MEDIUM,2015-02-13,ACTIVE
VND-02921,BridgeTech Consulting Ltd,CONTRACTOR,Singapore,REG-GW342EZB89,MEDIUM,2016-03-13,BLACKLISTED
VND-02922,MomentumCore Corp Ltd,CONSULTANT,Canada,REG-II550HSD49,LOW,2015-02-23,ACTIVE
VND-02923,FusionCore Analytics Holdings,CONTRACTOR,Brazil,REG-IZ048RUC61,LOW,2023-03-07,ACTIVE
VND-02924,Acuity Systems,MANUFACTURER,United Kingdom,REG-DW066EZW32,LOW,2021-12-18,ACTIVE
VND-02925,WaveCore Manufacturing Group,SUPPLIER,India,REG-ZL290LLX73,LOW,2015-08-26,ACTIVE
VND-02926,HorizonEdge Inc LLC,DISTRIBUTOR,India,REG-KF891HJJ98,LOW,2023-08-28,ACTIVE
VND-02927,OmegaLink Systems International,SERVICE_PROVIDER,Germany,REG-FD653VAI37,LOW,2020-12-10,ACTIVE
VND-02928,XpressCore Dynamics International,CONSULTANT,United Kingdom,REG-ZL649SKB42,MEDIUM,2017-03-08,ACTIVE
VND-02929,GreenBridge Consulting Group,CONSULTANT,Australia,REG-RX398PUT31,HIGH,2015-10-29,INACTIVE
VND-02930,EdgeWave Technologies,SUPPLIER,India,REG-XK901NAC45,LOW,2017-11-11,ACTIVE
VND-02931,WavePath Inc,CONTRACTOR,Japan,REG-NV069ICM21,LOW,2024-04-20,ACTIVE
VND-02932,PrimeAxis Corp International,SERVICE_PROVIDER,Singapore,REG-KR054OJG98,LOW,2019-06-08,ACTIVE
VND-02933,HorizonEdge Inc LLC,SUPPLIER,United States,REG-DU430IHA21,HIGH,2016-01-29,INACTIVE
VND-02934,CoreVault Systems Group,DISTRIBUTOR,United Kingdom,REG-PR780QOR66,LOW,2015-08-15,ACTIVE
VND-02935,MomentumCore Corp,LOGISTICS,United States,REG-GY158PQX90,LOW,2024-03-05,ACTIVE
VND-02936,EdgeWave Technologies Holdings,CONSULTANT,United States,REG-AM928CXC15,LOW,2023-05-11,ACTIVE
VND-02937,QuantumEdge Solutions Holdings,SUPPLIER,Singapore,REG-AO170TCC92,HIGH,2018-12-28,INACTIVE
VND-02938,KryptonPath Ltd,MANUFACTURER,France,REG-CH030OED88,LOW,2020-06-11,ACTIVE
VND-02939,JetStream Analytics Ltd,DISTRIBUTOR,India,REG-MA262JLP82,LOW,2017-05-13,ACTIVE
VND-02940,HarborLight Services Group,DISTRIBUTOR,United States,REG-QB448DJH50,LOW,2018-05-30,INACTIVE
VND-02941,YellowBridge Partners Group,CONTRACTOR,India,REG-PP895DOR92,MEDIUM,2018-11-04,BLACKLISTED
VND-02942,JadeCore Solutions LLC,CONSULTANT,Singapore,REG-BL116RHU80,LOW,2020-12-05,ACTIVE
VND-02943,XcelPath Networks Ltd,SUPPLIER,United States,REG-ZZ961IAJ27,LOW,2023-02-12,ACTIVE
VND-02944,TitanPath Holdings LLC,DISTRIBUTOR,United States,REG-NH082DDO03,LOW,2015-03-15,ACTIVE
VND-02945,LucentBridge Technologies LLC,LOGISTICS,India,REG-RN263UZM44,LOW,2015-09-23,BLACKLISTED
VND-02946,BridgeTech Consulting LLC,CONTRACTOR,Brazil,REG-RF624AFL58,LOW,2020-01-30,ACTIVE
VND-02947,MomentumCore Corp LLC,DISTRIBUTOR,Japan,REG-QX042NAM42,MEDIUM,2021-06-04,ACTIVE
VND-02948,Delta_Logistics International,MANUFACTURER,India,REG-DX091PAL23,LOW,2023-10-03,ACTIVE
VND-02949,XpressCore Dynamics Ltd,MANUFACTURER,Australia,REG-TD849PNY76,MEDIUM,2023-05-14,ACTIVE
VND-02950,JetStream Analytics Ltd,CONTRACTOR,Brazil,REG-YU702IWS43,LOW,2023-10-15,ACTIVE
VND-02951,PrimeAxis Corp Group,DISTRIBUTOR,United States,REG-SW405BQG53,LOW,2018-09-15,INACTIVE
VND-02952,TrueNorth Services Ltd,LOGISTICS,United Kingdom,REG-RB187PZS54,LOW,2021-12-09,ACTIVE
VND-02953,GlobalNex Corp Group,LOGISTICS,United Kingdom,REG-WT488KCF21,HIGH,2024-05-30,BLACKLISTED
VND-02954,BlueStar Procurement International,DISTRIBUTOR,United States,REG-AJ385MIO46,LOW,2021-04-28,ACTIVE
VND-02955,JadeCore Solutions International,SERVICE_PROVIDER,Japan,REG-MX606NHA67,LOW,2016-09-26,ACTIVE
VND-02956,BridgeTech Consulting LLC,CONSULTANT,United Kingdom,REG-LT491KFQ25,LOW,2019-12-16,ACTIVE
VND-02957,VoltEdge Solutions Group,DISTRIBUTOR,United Kingdom,REG-MH220YLK42,LOW,2020-10-30,ACTIVE
VND-02958,XcelPath Networks LLC,DISTRIBUTOR,United States,REG-YA699ZED20,LOW,2017-09-26,ACTIVE
VND-02959,BridgeTech Consulting Inc,CONTRACTOR,United States,REG-WY996NLM23,LOW,2024-03-07,ACTIVE
VND-02960,RapidCore Consulting,MANUFACTURER,China,REG-NU299WJV83,MEDIUM,2016-08-06,BLACKLISTED
VND-02961,JadeCore Solutions Inc,CONSULTANT,Singapore,REG-TF768CNL87,LOW,2023-10-17,ACTIVE
VND-02962,SkyBridge Logistics Group,MANUFACTURER,India,REG-PQ560HLD41,LOW,2019-11-14,ACTIVE
VND-02963,KryptonPath Ltd International,SERVICE_PROVIDER,Japan,REG-UM849MHV31,LOW,2018-11-12,ACTIVE
VND-02964,Apex Solutions Ltd,LOGISTICS,Singapore,REG-ZA391BAE22,LOW,2020-05-27,ACTIVE
VND-02965,JetStream Analytics Inc,LOGISTICS,UAE,REG-JN440UVE76,LOW,2017-02-18,ACTIVE
VND-02966,XpressCore Dynamics,LOGISTICS,United Kingdom,REG-EN430THB49,LOW,2017-10-28,ACTIVE
VND-02967,JetStream Analytics Group,LOGISTICS,India,REG-JO389IEI75,MEDIUM,2021-08-03,ACTIVE
VND-02968,CoreVault Systems Inc,LOGISTICS,United Kingdom,REG-PU099QYT86,MEDIUM,2015-05-01,ACTIVE
VND-02969,Apex Solutions LLC,SERVICE_PROVIDER,Brazil,REG-NT224PJD05,LOW,2020-10-05,ACTIVE
VND-02970,EdgeWave Technologies,LOGISTICS,Canada,REG-BK823FBB53,LOW,2016-04-23,ACTIVE
VND-02971,RapidCore Consulting Group,DISTRIBUTOR,Germany,REG-NZ919IKX48,LOW,2024-02-18,ACTIVE
VND-02972,BridgeTech Consulting,SERVICE_PROVIDER,UAE,REG-IA805FEQ68,MEDIUM,2015-09-29,ACTIVE
VND-02973,FlowBridge Inc Holdings,DISTRIBUTOR,United States,REG-AA530GHB79,LOW,2022-01-23,ACTIVE
VND-02974,DawnTech Services International,CONSULTANT,Japan,REG-AT957PYT24,MEDIUM,2023-09-04,ACTIVE
VND-02975,ClearPath Logistics LLC,MANUFACTURER,United States,REG-OE741QME25,LOW,2019-08-12,ACTIVE
VND-02976,OpenBridge Systems Holdings,SUPPLIER,France,REG-DF956FFM10,LOW,2018-01-11,ACTIVE
VND-02977,ZenithBridge Corp Group,MANUFACTURER,Australia,REG-OA217FWK50,LOW,2015-08-27,ACTIVE
VND-02978,XpressCore Dynamics Inc,MANUFACTURER,United States,REG-VL202MUE59,MEDIUM,2019-08-14,ACTIVE
VND-02979,JadeCore Solutions Inc,MANUFACTURER,France,REG-ND938CMT73,LOW,2016-01-13,ACTIVE
VND-02980,YieldPoint Partners,DISTRIBUTOR,South Africa,REG-SJ244MAX47,MEDIUM,2016-10-21,ACTIVE
VND-02981,BridgeTech Consulting International,MANUFACTURER,UAE,REG-VI476AIX07,LOW,2020-11-16,ACTIVE
VND-02982,MeridianTech Group,CONSULTANT,United States,REG-AU351EXW07,LOW,2020-02-03,INACTIVE
VND-02983,UltraVista Technologies Holdings,CONSULTANT,United Kingdom,REG-XW917FES08,HIGH,2023-01-07,BLACKLISTED
VND-02984,GlobalNex Corp International,SUPPLIER,Australia,REG-FR328WYM95,LOW,2021-02-09,INACTIVE
VND-02985,KineticBlue Ltd LLC,SUPPLIER,South Africa,REG-YW409GAW18,LOW,2016-02-21,ACTIVE
VND-02986,OmegaLink Systems Inc,CONSULTANT,Netherlands,REG-CQ581RTZ15,LOW,2019-09-25,ACTIVE
VND-02987,DawnTech Services International,DISTRIBUTOR,Germany,REG-QH965ZDP39,HIGH,2021-02-14,ACTIVE
VND-02988,ClearPath Logistics,DISTRIBUTOR,India,REG-AL770PZA04,LOW,2022-06-28,ACTIVE
VND-02989,VoltEdge Solutions Group,CONTRACTOR,United States,REG-RB454WPM18,LOW,2021-06-28,ACTIVE
VND-02990,GreenBridge Consulting,SUPPLIER,Singapore,REG-BR822NLY18,LOW,2024-03-02,ACTIVE
VND-02991,PrimeAxis Corp International,MANUFACTURER,India,REG-XI620JZR38,LOW,2017-04-19,BLACKLISTED
VND-02992,IronPoint Manufacturing,SERVICE_PROVIDER,France,REG-AJ407ZUK88,MEDIUM,2016-08-03,ACTIVE
VND-02993,LatticeCore Partners,LOGISTICS,United Kingdom,REG-SB951TMN64,LOW,2015-02-27,ACTIVE
VND-02994,Gamma_Co Ltd,LOGISTICS,United Kingdom,REG-MD335MMD62,LOW,2021-01-05,ACTIVE
VND-02995,HorizonEdge Inc International,DISTRIBUTOR,UAE,REG-DW440XBF88,LOW,2016-12-03,ACTIVE
VND-02996,Alpha_Inc LLC,DISTRIBUTOR,Australia,REG-CM089KCR87,LOW,2022-09-14,ACTIVE
VND-02997,Gamma_Co Group,DISTRIBUTOR,India,REG-US199OSO18,LOW,2024-03-23,ACTIVE
VND-02998,LatticeCore Partners Ltd,CONTRACTOR,Singapore,REG-YG113GVI26,MEDIUM,2022-08-23,ACTIVE
VND-02999,XpressCore Dynamics International,SUPPLIER,France,REG-VK485ZZP80,LOW,2023-04-15,ACTIVE
VND-03000,VoltEdge Solutions LLC,SERVICE_PROVIDER,United States,REG-CS211DZR96,MEDIUM,2019-10-22,ACTIVE
VND-03001,ZenithBridge Corp Inc,CONSULTANT,Singapore,REG-ME220RAE53,LOW,2020-07-26,ACTIVE
VND-03002,Alpha_Inc,LOGISTICS,United States,REG-EU745SYD44,LOW,2019-02-04,ACTIVE
VND-03003,RapidCore Consulting Inc,CONSULTANT,United Kingdom,REG-WE823SYV17,LOW,2016-12-01,ACTIVE
VND-03004,KineticBlue Ltd,MANUFACTURER,Canada,REG-KR199AYF53,LOW,2019-05-31,ACTIVE
VND-03005,ClearPath Logistics,CONTRACTOR,Singapore,REG-PU662SWK62,LOW,2022-09-13,ACTIVE
VND-03006,HorizonEdge Inc LLC,CONSULTANT,United States,REG-IV605YEV30,LOW,2023-08-21,ACTIVE
VND-03007,KryptonPath Ltd International,LOGISTICS,Brazil,REG-FJ840CAN25,CRITICAL,2020-02-14,INACTIVE
VND-03008,IronPoint Manufacturing Inc,CONTRACTOR,India,REG-DZ686PCZ05,HIGH,2022-08-24,ACTIVE
VND-03009,SilverPath Holdings Inc,LOGISTICS,United States,REG-CI636UHP05,LOW,2021-02-17,ACTIVE
VND-03010,CoreVault Systems Inc,LOGISTICS,United States,REG-IL164HAN09,HIGH,2018-09-17,ACTIVE
VND-03011,OmegaLink Systems LLC,SERVICE_PROVIDER,Brazil,REG-DZ909VPO12,HIGH,2021-01-30,INACTIVE
VND-03012,SilverPath Holdings LLC,CONTRACTOR,South Africa,REG-MQ025VKS20,MEDIUM,2016-06-16,ACTIVE
VND-03013,GreenBridge Consulting Ltd,SUPPLIER,Ireland,REG-SM375XOH97,LOW,2022-01-22,ACTIVE
VND-03014,OpenBridge Systems Ltd,SERVICE_PROVIDER,United States,REG-NT926IBC00,LOW,2020-09-09,ACTIVE
VND-03015,WaveCore Manufacturing Group,DISTRIBUTOR,Singapore,REG-QU275QZR74,LOW,2017-08-21,ACTIVE
VND-03016,IronPoint Manufacturing Inc,CONSULTANT,United States,REG-VJ920MSS54,LOW,2022-05-13,ACTIVE
VND-03017,YieldPoint Partners Inc,DISTRIBUTOR,United States,REG-HJ453BOJ81,HIGH,2015-11-16,ACTIVE
